scenario,tier,year,demand_10kt,supply_10kt,local_direct_10kt,pipeline_served_10kt,served_10kt,unserved_10kt,demand_met_pct,pipeline_delivery_share_pct,pipeline_tonne_km,average_pipeline_distance_km,edges_used,max_edge_util_pct,min_cost_objective
S8,high,2030,363.25,3873.015873016,250.1182179428,2.054,252.1722179428,111.0777820572,69.42111987414,0.5654507914659,10485638.85406,510.4984836446,1,0.3423333333333,1048562892
S8,high,2035,734.9417581465,5530.158730158,481.7432878421,13.043,494.7862878421,240.1554703044,67.32319702311,1.77469845133,66584317.22176,510.4984836446,1,2.173833333333,6658425414
S8,high,2040,1159.252301669,6843.174603174,740.0895997734,29.036,769.1255997734,390.1267018958,66.34669594065,2.504717908103,135189588.5045,465.5930173044,3,4.304833333333,13518948098
S8,high,2045,1627.447928022,8156.190476191,1006.030822337,65.589,1071.619822337,555.8281056857,65.84664270265,4.030175028685,223022945.6771,340.0310199532,3,6.426333333333,22302289664
S8,high,2050,2127.847627927,9469.206349207,1289.050913033,106.304,1395.354913033,732.492714894,65.57588497971,4.995846441484,321390502.2558,302.3315230432,4,10.02136696763,32139060264
S8,high,2055,2644.791689893,10782.22222222,1581.847088133,149.777,1731.624088133,913.1676017604,65.47298582153,5.663092506392,425660253.4612,284.1960070379,4,14.77230606027,42566056744
S8,high,2060,3157.5,12095.23809524,1873.093487761,194.425,2067.518487761,1089.981512239,65.47960372956,6.157561361837,528612806.7434,271.8852034169,4,18.96235005035,52861334892
S8,low,2025,3.65,1261.719072101,3.321748870775,0,3.321748870775,0.3282511292244,91.00681837741,0,0,0,0,0,0
S8,low,2030,53.75,1452.380952381,43.41815574018,0,43.41815574018,10.33184425982,80.77796416777,0,0,0,0,0,0
S8,low,2035,122.6420388129,2073.809523809,92.90113723886,0,92.90113723886,29.74090157403,75.7498310841,0,0,0,0,0,0
S8,low,2040,210.9607528848,2566.190476191,156.006399721,0,156.006399721,54.9543531638,73.95043750445,0,0,0,0,0,0
S8,low,2045,316.2495969569,3058.571428571,230.776870948,0,230.776870948,85.47272600882,72.97301662001,0,0,0,0,0,0
S8,low,2050,435.5309562094,3550.952380952,311.6656047082,2.046,313.7116047082,121.8193515011,72.02969162941,0.4697714297526,1396920.236957,68.27567140552,1,0.3369127893553,139692696
S8,low,2055,565.6571384175,4043.333333333,397.1194498851,5.955,403.0744498851,162.5826885324,71.25773238056,1.052757862591,7989486.791607,134.1643457869,2,1.013515399199,798952776
S8,low,2060,703.75,4535.714285714,482.3274421589,14.712,497.0394421589,206.7105578411,70.62727419664,2.090515097691,16669862.51385,113.3079289957,2,2.321862439271,1666994896
S8,mid,2025,17.65,1261.719072101,14.79940296701,0,14.79940296701,2.850597032988,83.84930859497,0,0,0,0,0,0
S8,mid,2030,181.5,2224.924012158,129.1652449304,0,129.1652449304,52.3347550696,71.16542420408,0,0,0,0,0,0
S8,mid,2035,379.9273303551,3460.045836516,265.5411294635,0.032,265.5731294635,114.3542008916,69.90103323582,0.008422663347249,163359.5147663,510.4984836447,1,0.005333333333333,16335936
S8,mid,2040,616.3134257235,4635.698924731,424.2108261625,2.424,426.6348261625,189.678599561,69.22367879,0.3933063760788,12374483.24354,510.4984836444,1,0.404,1237447152
S8,mid,2045,884.7950679698,5525.161290323,590.5586269148,15.555,606.1136269148,278.681441055,68.5032782004,1.758034211887,41567363.64506,267.2283101579,3,1.775407658444,4156738856
S8,mid,2050,1178.467934303,5924.583651642,750.3176215453,46.548,796.8656215453,381.6023127575,67.61877844532,3.949874124282,94191530.90614,202.3535509713,3,6.317522803804,9419165518
S8,mid,2055,1490.019275299,6194.042553192,913.2121468276,81.655,994.8671468276,495.1521284717,66.76874341963,5.480130448891,150607068.463,184.4431675501,3,10.94630670276,15060731062
S8,mid,2060,1812.5,6335.60090703,1070.474057235,119.523,1189.997057235,622.502942765,65.65501005434,6.594372413793,327188366.2021,273.7451086419,9,15.26949665065,32718888736
