scenario,tier,year,segment_id,from_node_id,to_node_id,flow_10kt,capacity_10kt,flow_to_capacity_pct,distance_km
S8,mid,2035,S051,N127,N109,0.032,600.0,0.005333333333333334,4.765304157752386
S8,mid,2040,S051,N127,N109,2.424,600.0,0.404,4.765304157752386
S8,mid,2045,S051,N127,N109,6.092,600.0,1.0153333333333332,4.765304157752386
S8,mid,2045,S115,N067,N053,9.463,533.0043471983331,1.7754076584442524,0.6109355782786213
S8,mid,2045,S116,N053,N046,5.923,599.3703686137759,0.9882036734146062,0.6388577846860636
S8,mid,2050,S051,N127,N109,11.691,600.0,1.9485000000000001,4.765304157752386
S8,mid,2050,S115,N067,N053,34.857,551.7510752633809,6.317522803804387,0.6109355782786213
S8,mid,2050,S116,N053,N046,15.887,607.2788165492509,2.61609652223256,0.6388577846860636
S8,mid,2055,S051,N127,N109,17.339,600.0,2.8898333333333333,4.765304157752386
S8,mid,2055,S115,N067,N053,64.316,587.5589068210993,10.946306702756363,0.6109355782786213
S8,mid,2055,S116,N053,N046,26.996,618.6191010252712,4.363913101819529,0.6388577846860636
S8,mid,2060,S034,N018,N057,12.791,695.8883450140861,1.83808222851341,5.3727797621738445
S8,mid,2060,S051,N127,N109,9.98,600.0,1.6633333333333333,4.765304157752386
S8,mid,2060,S115,N067,N053,73.064,633.6292689510332,11.531032984154395,0.6109355782786213
S8,mid,2060,S116,N053,N046,15.115,639.9646516167563,2.361849199297907,0.6388577846860636
