candidate_id,from_node_id,to_node_id,distance_km,capacity_10kt,candidate_types,from_name,to_name,from_province,to_province,from_component,to_component
C0218,N042,N094,94.398,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,娄底,湘潭,湖南省,湖南省,1,1
C0219,N016,N067,94.479,364.35,local_gap_le_120km;nearest_3_le_350km,兖州,枣庄,山东省,山东省,1,1
C0220,N067,N016,94.479,364.35,local_gap_le_120km;nearest_3_le_350km,枣庄,兖州,山东省,山东省,1,1
C0221,N067,N065,94.479,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,枣庄,曲阜,山东省,山东省,1,1
C0222,N067,N090,94.479,364.35,local_gap_le_120km,枣庄,济宁,山东省,山东省,1,1
C0223,N090,N067,94.479,364.35,local_gap_le_120km;nearest_3_le_350km,济宁,枣庄,山东省,山东省,1,1
C0224,N014,N148,95.726,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,信阳,驻马店,河南省,河南省,1,1
C0225,N003,N021,95.773,364.35,closest_component_bridge_le_800km;local_gap_le_120km,三水,北沙,广东省,广东省,11,13
C0226,N003,N060,95.773,364.35,local_gap_le_120km,三水,斗门,广东省,广东省,11,5
C0227,N003,N103,95.773,364.35,local_gap_le_120km,三水,珠海,广东省,广东省,11,13
C0228,N021,N003,95.773,364.35,closest_component_bridge_le_800km;local_gap_le_120km,北沙,三水,广东省,广东省,13,11
C0229,N021,N027,95.773,364.35,local_gap_le_120km,北沙,南海,广东省,广东省,13,5
C0230,N027,N021,95.773,364.35,local_gap_le_120km,南海,北沙,广东省,广东省,5,13
C0231,N027,N060,95.773,364.35,local_gap_le_120km,南海,斗门,广东省,广东省,5,5
C0232,N027,N103,95.773,364.35,local_gap_le_120km,南海,珠海,广东省,广东省,5,13
C0233,N060,N003,95.773,364.35,local_gap_le_120km,斗门,三水,广东省,广东省,5,11
C0234,N060,N027,95.773,364.35,local_gap_le_120km,斗门,南海,广东省,广东省,5,5
C0235,N103,N003,95.773,364.35,local_gap_le_120km,珠海,三水,广东省,广东省,13,11
C0236,N103,N027,95.773,364.35,local_gap_le_120km,珠海,南海,广东省,广东省,13,5
C0237,N089,N091,95.826,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,济南,淄博,山东省,山东省,1,1
C0238,N089,N152,95.826,364.35,local_gap_le_120km;nearest_3_le_350km,济南,齐鲁,山东省,山东省,1,1
C0239,N152,N089,95.826,364.35,local_gap_le_120km;nearest_3_le_350km,齐鲁,济南,山东省,山东省,1,1
C0240,N061,N082,96.658,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,新乡,汤阴,河南省,河南省,1,1
C0241,N140,N129,96.974,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,锦州,辽河,辽宁省,辽宁省,1,1
C0242,N076,N030,97.07,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,樟树,吉安长塘,江西省,江西省,3,3
C0243,N024,N138,97.627,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,南宁,钦州,广西壮族自治区,广西壮族自治区,2,2
C0244,N138,N151,97.627,364.35,local_gap_le_120km;nearest_3_le_350km,钦州,黎塘,广西壮族自治区,广西壮族自治区,2,2
C0245,N151,N138,97.627,364.35,local_gap_le_120km;nearest_3_le_350km,黎塘,钦州,广西壮族自治区,广西壮族自治区,2,2
C0246,N016,N086,98.008,364.35,local_gap_le_120km,兖州,泰安,山东省,山东省,1,1
C0247,N065,N086,98.008,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,曲阜,泰安,山东省,山东省,1,1
C0248,N065,N114,98.008,364.35,local_gap_le_120km;nearest_3_le_350km,曲阜,肥城,山东省,山东省,1,1
C0249,N086,N016,98.008,364.35,local_gap_le_120km;nearest_3_le_350km,泰安,兖州,山东省,山东省,1,1
C0250,N086,N090,98.008,364.35,local_gap_le_120km,泰安,济宁,山东省,山东省,1,1
C0251,N090,N086,98.008,364.35,local_gap_le_120km,济宁,泰安,山东省,山东省,1,1
C0252,N090,N114,98.008,364.35,local_gap_le_120km,济宁,肥城,山东省,山东省,1,1
C0253,N114,N016,98.008,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,肥城,兖州,山东省,山东省,1,1
C0254,N114,N065,98.008,364.35,local_gap_le_120km,肥城,曲阜,山东省,山东省,1,1
C0255,N114,N090,98.008,364.35,local_gap_le_120km,肥城,济宁,山东省,山东省,1,1
C0256,N028,N084,98.154,364.35,local_gap_le_120km;nearest_3_le_350km,南疆(天津,沧州,天津市,河北省,14,1
C0257,N079,N084,98.154,364.35,local_gap_le_120km,武清,沧州,天津市,河北省,14,1
C0258,N084,N028,98.154,364.35,local_gap_le_120km;nearest_3_le_350km,沧州,南疆(天津,河北省,天津市,1,14
C0259,N084,N037,98.154,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,沧州,大港,河北省,天津市,1,1
C0260,N084,N079,98.154,364.35,local_gap_le_120km;nearest_3_le_350km,沧州,武清,河北省,天津市,1,14
C0261,N143,N031,98.792,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,长春,吉林,吉林省,吉林省,15,15
C0262,N091,N097,98.995,364.35,local_gap_le_120km;nearest_3_le_350km,淄博,潍坊,山东省,山东省,1,1
C0263,N097,N091,98.995,364.35,local_gap_le_120km;nearest_3_le_350km,潍坊,淄博,山东省,山东省,1,1
C0264,N097,N152,98.995,364.35,local_gap_le_120km;nearest_3_le_350km,潍坊,齐鲁,山东省,山东省,1,1
C0265,N152,N097,98.995,364.35,local_gap_le_120km;nearest_3_le_350km,齐鲁,潍坊,山东省,山东省,1,1
C0266,N007,N067,99.711,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,临沂,枣庄,山东省,山东省,1,1
C0267,N039,N081,100.775,364.35,closest_component_bridge_le_800km;local_gap_le_120km,大鹏湾,江门,广东省,广东省,16,2
C0268,N041,N081,100.775,364.35,local_gap_le_120km,妈湾,江门,广东省,广东省,16,2
C0269,N081,N039,100.775,364.35,closest_component_bridge_le_800km;local_gap_le_120km,江门,大鹏湾,广东省,广东省,2,16
C0270,N081,N041,100.775,364.35,local_gap_le_120km,江门,妈湾,广东省,广东省,2,16
C0271,N021,N026,100.805,364.35,local_gap_le_120km,北沙,南沙,广东省,广东省,13,5
C0272,N021,N115,100.805,364.35,local_gap_le_120km,北沙,花都,广东省,广东省,13,11
C0273,N021,N150,100.805,364.35,local_gap_le_120km,北沙,黄埔,广东省,广东省,13,5
C0274,N026,N021,100.805,364.35,local_gap_le_120km,南沙,北沙,广东省,广东省,5,13
C0275,N026,N103,100.805,364.35,local_gap_le_120km,南沙,珠海,广东省,广东省,5,13
C0276,N060,N026,100.805,364.35,local_gap_le_120km;reverse_existing_direction,斗门,南沙,广东省,广东省,5,5
C0277,N060,N115,100.805,364.35,local_gap_le_120km,斗门,花都,广东省,广东省,5,11
C0278,N060,N150,100.805,364.35,local_gap_le_120km,斗门,黄埔,广东省,广东省,5,5
C0279,N103,N026,100.805,364.35,local_gap_le_120km,珠海,南沙,广东省,广东省,13,5
C0280,N103,N115,100.805,364.35,local_gap_le_120km,珠海,花都,广东省,广东省,13,11
C0281,N103,N150,100.805,364.35,local_gap_le_120km,珠海,黄埔,广东省,广东省,13,5
C0282,N115,N021,100.805,364.35,local_gap_le_120km,花都,北沙,广东省,广东省,11,13
C0283,N115,N060,100.805,364.35,local_gap_le_120km,花都,斗门,广东省,广东省,11,5
C0284,N115,N103,100.805,364.35,local_gap_le_120km,花都,珠海,广东省,广东省,11,13
C0285,N150,N021,100.805,364.35,local_gap_le_120km,黄埔,北沙,广东省,广东省,5,13
C0286,N150,N060,100.805,364.35,local_gap_le_120km,黄埔,斗门,广东省,广东省,5,5
C0287,N150,N103,100.805,364.35,local_gap_le_120km,黄埔,珠海,广东省,广东省,5,13
C0288,N087,N105,101.846,364.35,local_gap_le_120km;nearest_3_le_350km,泰州(泰州,盐城(盐城,江苏省,江苏省,8,8
C0289,N105,N087,101.846,364.35,local_gap_le_120km;nearest_3_le_350km,盐城(盐城,泰州(泰州,江苏省,江苏省,8,8
C0290,N008,N104,102.252,364.35,local_gap_le_120km;nearest_3_le_350km,临海,瑞安,浙江省,浙江省,3,3
C0291,N099,N008,102.252,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,灵昆,临海,浙江省,浙江省,3,3
C0292,N104,N008,102.252,364.35,local_gap_le_120km;nearest_3_le_350km,瑞安,临海,浙江省,浙江省,3,3
C0293,N043,N111,102.596,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,宁海,绍兴,浙江省,浙江省,3,22
C0294,N043,N126,102.596,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,宁海,诸暨,浙江省,浙江省,3,21
C0295,N110,N111,102.596,364.35,local_gap_le_120km;nearest_3_le_350km,算山,绍兴,浙江省,浙江省,3,22
C0296,N110,N126,102.596,364.35,local_gap_le_120km;nearest_3_le_350km,算山,诸暨,浙江省,浙江省,3,21
C0297,N111,N043,102.596,364.35,closest_component_bridge_le_800km;local_gap_le_120km,绍兴,宁海,浙江省,浙江省,22,3
C0298,N111,N110,102.596,364.35,local_gap_le_120km,绍兴,算山,浙江省,浙江省,22,3
C0299,N126,N043,102.596,364.35,closest_component_bridge_le_800km;local_gap_le_120km,诸暨,宁海,浙江省,浙江省,21,3
C0300,N126,N110,102.596,364.35,local_gap_le_120km,诸暨,算山,浙江省,浙江省,21,3
C0301,N086,N113,102.632,364.35,local_gap_le_120km,泰安,聊城,山东省,山东省,1,1
C0302,N113,N086,102.632,364.35,local_gap_le_120km;nearest_3_le_350km,聊城,泰安,山东省,山东省,1,1
C0303,N113,N114,102.632,364.35,local_gap_le_120km;nearest_3_le_350km,聊城,肥城,山东省,山东省,1,1
C0304,N114,N113,102.632,364.35,local_gap_le_120km,肥城,聊城,山东省,山东省,1,1
C0305,N026,N039,104.454,364.35,local_gap_le_120km,南沙,大鹏湾,广东省,广东省,5,16
C0306,N026,N041,104.454,364.35,local_gap_le_120km,南沙,妈湾,广东省,广东省,5,16
C0307,N039,N026,104.454,364.35,local_gap_le_120km,大鹏湾,南沙,广东省,广东省,16,5
C0308,N039,N115,104.454,364.35,closest_component_bridge_le_800km;local_gap_le_120km,大鹏湾,花都,广东省,广东省,16,11
C0309,N039,N150,104.454,364.35,local_gap_le_120km,大鹏湾,黄埔,广东省,广东省,16,5
C0310,N041,N026,104.454,364.35,local_gap_le_120km,妈湾,南沙,广东省,广东省,16,5
C0311,N041,N115,104.454,364.35,local_gap_le_120km,妈湾,花都,广东省,广东省,16,11
C0312,N041,N150,104.454,364.35,local_gap_le_120km,妈湾,黄埔,广东省,广东省,16,5
C0313,N115,N039,104.454,364.35,closest_component_bridge_le_800km;local_gap_le_120km,花都,大鹏湾,广东省,广东省,11,16
C0314,N115,N041,104.454,364.35,local_gap_le_120km,花都,妈湾,广东省,广东省,11,16
C0315,N150,N039,104.454,364.35,local_gap_le_120km,黄埔,大鹏湾,广东省,广东省,5,16
C0316,N150,N041,104.454,364.35,local_gap_le_120km,黄埔,妈湾,广东省,广东省,5,16
C0317,N089,N055,104.776,364.35,local_gap_le_120km;reverse_existing_direction,济南,德州,山东省,山东省,1,1
C0318,N093,N111,105.207,364.35,local_gap_le_120km,湖州(湖州,绍兴,浙江省,浙江省,7,22
C0319,N093,N126,105.207,364.35,local_gap_le_120km,湖州(湖州,诸暨,浙江省,浙江省,7,21
C0320,N111,N093,105.207,364.35,local_gap_le_120km,绍兴,湖州(湖州,浙江省,浙江省,22,7
C0321,N126,N093,105.207,364.35,local_gap_le_120km,诸暨,湖州(湖州,浙江省,浙江省,21,7
C0322,N098,N132,105.439,364.35,local_gap_le_120km;nearest_3_le_350km,濮阳,邯郸,河南省,河北省,1,1
C0323,N132,N098,105.439,364.35,local_gap_le_120km;nearest_3_le_350km,邯郸,濮阳,河北省,河南省,1,1
C0324,N042,N112,105.916,364.35,local_gap_le_120km;nearest_3_le_350km,娄底,耒阳,湖南省,湖南省,1,23
C0325,N042,N123,105.916,364.35,local_gap_le_120km;nearest_3_le_350km,娄底,衡阳,湖南省,湖南省,1,1
C0326,N112,N042,105.916,364.35,local_gap_le_120km;nearest_3_le_350km,耒阳,娄底,湖南省,湖南省,23,1
C0327,N123,N042,105.916,364.35,local_gap_le_120km;nearest_3_le_350km,衡阳,娄底,湖南省,湖南省,1,1
C0328,N004,N153,106.245,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,上饶,龙游,江西省,浙江省,24,3
C0329,N153,N004,106.245,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,龙游,上饶,浙江省,江西省,3,24
C0330,N011,N145,106.267,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,亳州,阜阳,安徽省,安徽省,12,12
C0331,N017,N092,106.286,364.35,local_gap_le_120km;nearest_3_le_350km,六安,淮南,安徽省,安徽省,4,4
C0332,N092,N017,106.286,364.35,local_gap_le_120km;nearest_3_le_350km,淮南,六安,安徽省,安徽省,4,4
C0333,N055,N084,106.87,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,德州,沧州,山东省,河北省,1,1
C0334,N106,N131,108.064,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,石家庄,邢台,河北省,河北省,1,1
C0335,N131,N149,108.064,364.35,local_gap_le_120km;nearest_3_le_350km,邢台,高庄,河北省,河北省,1,1
C0336,N149,N131,108.064,364.35,local_gap_le_120km;nearest_3_le_350km,高庄,邢台,河北省,河北省,1,1
C0337,N129,N130,108.305,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,辽河,辽阳,辽宁省,辽宁省,1,1
C0338,N124,N119,108.525,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,襄阳,荆门,湖北省,湖北省,10,10
C0339,N025,N010,108.61,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,南昌,九江,江西省,江西省,3,3
C0340,N082,N131,108.91,364.35,local_gap_le_120km;nearest_3_le_350km,汤阴,邢台,河南省,河北省,1,1
C0341,N131,N082,108.91,364.35,local_gap_le_120km;nearest_3_le_350km,邢台,汤阴,河北省,河南省,1,1
C0342,N042,N144,109.794,364.35,local_gap_le_120km,娄底,长沙,湖南省,湖南省,1,1
C0343,N144,N042,109.794,364.35,local_gap_le_120km;nearest_3_le_350km,长沙,娄底,湖南省,湖南省,1,1
C0344,N003,N039,110.098,364.35,local_gap_le_120km,三水,大鹏湾,广东省,广东省,11,16
C0345,N003,N041,110.098,364.35,local_gap_le_120km,三水,妈湾,广东省,广东省,11,16
C0346,N027,N039,110.098,364.35,local_gap_le_120km,南海,大鹏湾,广东省,广东省,5,16
C0347,N027,N041,110.098,364.35,local_gap_le_120km,南海,妈湾,广东省,广东省,5,16
C0348,N039,N003,110.098,364.35,local_gap_le_120km,大鹏湾,三水,广东省,广东省,16,11
C0349,N039,N027,110.098,364.35,local_gap_le_120km,大鹏湾,南海,广东省,广东省,16,5
C0350,N041,N003,110.098,364.35,local_gap_le_120km,妈湾,三水,广东省,广东省,16,11
C0351,N041,N027,110.098,364.35,local_gap_le_120km,妈湾,南海,广东省,广东省,16,5
C0352,N086,N091,110.327,364.35,local_gap_le_120km,泰安,淄博,山东省,山东省,1,1
C0353,N086,N152,110.327,364.35,local_gap_le_120km,泰安,齐鲁,山东省,山东省,1,1
C0354,N091,N086,110.327,364.35,local_gap_le_120km;nearest_3_le_350km,淄博,泰安,山东省,山东省,1,1
C0355,N091,N114,110.327,364.35,local_gap_le_120km,淄博,肥城,山东省,山东省,1,1
C0356,N114,N091,110.327,364.35,local_gap_le_120km,肥城,淄博,山东省,山东省,1,1
C0357,N114,N152,110.327,364.35,local_gap_le_120km,肥城,齐鲁,山东省,山东省,1,1
C0358,N152,N086,110.327,364.35,local_gap_le_120km;nearest_3_le_350km,齐鲁,泰安,山东省,山东省,1,1
C0359,N152,N114,110.327,364.35,local_gap_le_120km,齐鲁,肥城,山东省,山东省,1,1
C0360,N094,N112,110.384,364.35,local_gap_le_120km;nearest_3_le_350km,湘潭,耒阳,湖南省,湖南省,1,23
C0361,N112,N094,110.384,364.35,local_gap_le_120km;nearest_3_le_350km,耒阳,湘潭,湖南省,湖南省,23,1
C0362,N123,N094,110.384,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,衡阳,湘潭,湖南省,湖南省,1,1
C0363,N011,N046,111.671,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km,亳州,宿州,安徽省,安徽省,12,1
C0364,N046,N011,111.671,364.35,closest_component_bridge_le_800km;local_gap_le_120km,宿州,亳州,安徽省,安徽省,1,12
C0365,N048,N088,111.832,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,巩义,洛阳,河南省,河南省,1,1
C0366,N088,N133,111.832,364.35,local_gap_le_120km;nearest_3_le_350km,洛阳,郑州,河南省,河南省,1,1
C0367,N133,N088,111.832,364.35,local_gap_le_120km;nearest_3_le_350km,郑州,洛阳,河南省,河南省,1,1
C0368,N061,N098,112.323,364.35,local_gap_le_120km;nearest_3_le_350km,新乡,濮阳,河南省,河南省,1,1
C0369,N098,N061,112.323,364.35,local_gap_le_120km;nearest_3_le_350km,濮阳,新乡,河南省,河南省,1,1
C0370,N042,N071,112.718,364.35,local_gap_le_120km,娄底,株洲,湖南省,湖南省,1,1
C0371,N071,N042,112.718,364.35,local_gap_le_120km;nearest_3_le_350km,株洲,娄底,湖南省,湖南省,1,1
C0372,N135,N020,113.579,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,鄂尔多斯,包头,内蒙古自治区,内蒙古自治区,9,9
C0373,N055,N113,114.102,364.35,local_gap_le_120km;nearest_3_le_350km,德州,聊城,山东省,山东省,1,1
C0374,N113,N055,114.102,364.35,local_gap_le_120km,聊城,德州,山东省,山东省,1,1
C0375,N022,N087,114.483,364.35,local_gap_le_120km;nearest_3_le_350km,南京(南京,泰州(泰州,江苏省,江苏省,7,8
C0376,N087,N022,114.483,364.35,local_gap_le_120km;nearest_3_le_350km,泰州(泰州,南京(南京,江苏省,江苏省,8,7
C0377,N087,N023,114.483,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,泰州(泰州,南京(扬子,江苏省,江苏省,8,8
C0378,N044,N066,114.933,364.35,local_gap_le_120km,安宁,曲靖,云南省,云南省,2,2
C0379,N062,N066,114.933,364.35,local_gap_le_120km,昆东,曲靖,云南省,云南省,20,2
C0380,N063,N066,114.933,364.35,local_gap_le_120km,昆明,曲靖,云南省,云南省,2,2
C0381,N066,N044,114.933,364.35,local_gap_le_120km;nearest_3_le_350km,曲靖,安宁,云南省,云南省,2,2
C0382,N066,N047,114.933,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,曲靖,寻甸,云南省,云南省,2,2
C0383,N066,N062,114.933,364.35,local_gap_le_120km;nearest_3_le_350km,曲靖,昆东,云南省,云南省,2,20
C0384,N066,N063,114.933,364.35,local_gap_le_120km,曲靖,昆明,云南省,云南省,2,2
C0385,N066,N108,114.933,364.35,local_gap_le_120km,曲靖,秋田冲,云南省,云南省,2,20
C0386,N066,N141,114.933,364.35,local_gap_le_120km;reverse_existing_direction,曲靖,长坡,云南省,云南省,2,2
C0387,N108,N066,114.933,364.35,local_gap_le_120km,秋田冲,曲靖,云南省,云南省,20,2
C0388,N098,N113,115.193,364.35,local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,濮阳,聊城,河南省,山东省,1,1
C0389,N125,N148,115.634,364.35,local_gap_le_120km;nearest_3_le_350km,许昌,驻马店,河南省,河南省,1,1
C0390,N148,N125,115.634,364.35,local_gap_le_120km;nearest_3_le_350km,驻马店,许昌,河南省,河南省,1,1
C0391,N145,N092,117.779,364.35,closest_component_bridge_le_800km;local_gap_le_120km;nearest_3_le_350km;reverse_existing_direction,阜阳,淮南,安徽省,安徽省,12,4
C0392,N131,N146,117.893,364.35,local_gap_le_120km,邢台,阳泉,河北省,山西省,1,1
C0393,N146,N131,117.893,364.35,local_gap_le_120km,阳泉,邢台,山西省,河北省,1,1
C0394,N026,N056,117.905,364.35,local_gap_le_120km,南沙,惠州,广东省,广东省,5,5
C0395,N056,N026,117.905,364.35,local_gap_le_120km;nearest_3_le_350km,惠州,南沙,广东省,广东省,5,5
C0396,N056,N115,117.905,364.35,local_gap_le_120km,惠州,花都,广东省,广东省,5,11
C0397,N056,N150,117.905,364.35,local_gap_le_120km;reverse_existing_direction,惠州,黄埔,广东省,广东省,5,5
C0398,N115,N056,117.905,364.35,local_gap_le_120km,花都,惠州,广东省,广东省,11,5
C0399,N071,N112,117.921,364.35,local_gap_le_120km,株洲,耒阳,湖南省,湖南省,1,23
C0400,N071,N123,117.921,364.35,local_gap_le_120km,株洲,衡阳,湖南省,湖南省,1,1
C0401,N112,N071,117.921,364.35,local_gap_le_120km,耒阳,株洲,湖南省,湖南省,23,1
C0402,N123,N071,117.921,364.35,local_gap_le_120km;nearest_3_le_350km,衡阳,株洲,湖南省,湖南省,1,1
C0403,N046,N092,118.179,364.35,local_gap_le_120km,宿州,淮南,安徽省,安徽省,1,4
C0404,N092,N046,118.179,364.35,local_gap_le_120km;nearest_3_le_350km,淮南,宿州,安徽省,安徽省,4,1
C0405,N116,N074,122.389,364.35,nearest_3_le_350km,苏州(苏州,桐庐,江苏省,浙江省,7,21
C0406,N029,N122,122.787,364.35,nearest_3_le_350km,合肥,蚌埠,安徽省,安徽省,4,4
C0407,N122,N029,122.787,364.35,nearest_3_le_350km,蚌埠,合肥,安徽省,安徽省,4,4
C0408,N012,N106,123.837,364.35,nearest_3_le_350km,保定,石家庄,河北省,河北省,1,1
C0409,N012,N149,123.837,364.35,nearest_3_le_350km,保定,高庄,河北省,河北省,1,1
C0410,N106,N012,123.837,364.35,nearest_3_le_350km,石家庄,保定,河北省,河北省,1,1
C0411,N149,N012,123.837,364.35,nearest_3_le_350km,高庄,保定,河北省,河北省,1,1
C0412,N013,N038,124.131,364.35,closest_component_bridge_le_800km;nearest_3_le_350km;reverse_existing_direction,保山,大理,云南省,云南省,25,2
C0413,N050,N124,124.2,364.35,closest_component_bridge_le_800km;nearest_3_le_350km,广水,襄阳,湖北省,湖北省,18,10
C0414,N051,N124,124.2,364.35,nearest_3_le_350km,广水武胜关镇,襄阳,湖北省,湖北省,18,10
C0415,N124,N050,124.2,364.35,closest_component_bridge_le_800km;nearest_3_le_350km,襄阳,广水,湖北省,湖北省,10,18
C0416,N124,N051,124.2,364.35,nearest_3_le_350km,襄阳,广水武胜关镇,湖北省,湖北省,10,18
C0417,N071,N076,126.45,364.35,closest_component_bridge_le_800km,株洲,樟树,湖南省,江西省,1,3
C0418,N076,N071,126.45,364.35,closest_component_bridge_le_800km;nearest_3_le_350km,樟树,株洲,江西省,湖南省,3,1
C0419,N012,N036,128.623,364.35,nearest_3_le_350km;reverse_existing_direction,保定,固安,河北省,河北省,1,1
C0420,N035,N043,129.492,364.35,closest_component_bridge_le_800km,嘉兴(陈山,宁海,浙江省,浙江省,7,3
C0421,N043,N035,129.492,364.35,closest_component_bridge_le_800km,宁海,嘉兴(陈山,浙江省,浙江省,3,7
C0422,N110,N035,129.492,364.35,nearest_3_le_350km,算山,嘉兴(陈山,浙江省,浙江省,3,7
C0423,N132,N113,130.474,364.35,nearest_3_le_350km,邯郸,聊城,河北省,山东省,1,1
C0424,N097,N147,130.679,364.35,nearest_3_le_350km;reverse_existing_direction,潍坊,青岛,山东省,山东省,1,1
C0425,N134,N112,132.578,364.35,nearest_3_le_350km;reverse_existing_direction,郴州,耒阳,湖南省,湖南省,23,23
C0426,N134,N123,132.578,364.35,nearest_3_le_350km,郴州,衡阳,湖南省,湖南省,23,1
C0427,N050,N119,133.832,364.35,nearest_3_le_350km,广水,荆门,湖北省,湖北省,18,10
C0428,N119,N050,133.832,364.35,nearest_3_le_350km,荆门,广水,湖北省,湖北省,10,18
C0429,N119,N051,133.832,364.35,nearest_3_le_350km,荆门,广水武胜关镇,湖北省,湖北省,10,18
C0430,N096,N048,134.403,364.35,nearest_3_le_350km,漯河,巩义,河南省,河南省,1,1
C0431,N096,N133,134.403,364.35,nearest_3_le_350km,漯河,郑州,河南省,河南省,1,1
C0432,N008,N043,134.905,364.35,nearest_3_le_350km;reverse_existing_direction,临海,宁海,浙江省,浙江省,3,3
C0433,N008,N110,134.905,364.35,nearest_3_le_350km,临海,算山,浙江省,浙江省,3,3
C0434,N145,N046,136.097,364.35,nearest_3_le_350km,阜阳,宿州,安徽省,安徽省,12,1
C0435,N070,N073,136.452,364.35,nearest_3_le_350km,柳库,桂林,广西壮族自治区,广西壮族自治区,2,2
C0436,N073,N069,136.452,364.35,nearest_3_le_350km;reverse_existing_direction,桂林,柳州,广西壮族自治区,广西壮族自治区,2,2
C0437,N073,N070,136.452,364.35,nearest_3_le_350km,桂林,柳库,广西壮族自治区,广西壮族自治区,2,2
C0438,N002,N118,137.829,364.35,closest_component_bridge_le_800km;nearest_3_le_350km,七里山,荆州,湖南省,湖北省,1,10
C0439,N083,N118,137.829,364.35,nearest_3_le_350km,汨罗,荆州,湖南省,湖北省,1,10
C0440,N118,N002,137.829,364.35,closest_component_bridge_le_800km;nearest_3_le_350km,荆州,七里山,湖北省,湖南省,10,1
C0441,N118,N083,137.829,364.35,nearest_3_le_350km,荆州,汨罗,湖北省,湖南省,10,1
C0442,N142,N118,137.829,364.35,nearest_3_le_350km,长岭,荆州,湖南省,湖北省,1,10
C0443,N121,N101,139.37,364.35,nearest_3_le_350km;reverse_existing_direction,蒙自,玉溪,云南省,云南省,2,2
C0444,N030,N128,140.186,364.35,nearest_3_le_350km,吉安长塘,赣州,江西省,江西省,3,3
C0445,N128,N030,140.186,364.35,nearest_3_le_350km,赣州,吉安长塘,江西省,江西省,3,3
C0446,N007,N053,140.418,364.35,nearest_3_le_350km,临沂,徐州,山东省,江苏省,1,1
C0447,N007,N054,140.418,364.35,nearest_3_le_350km,临沂,徐州(新沂,山东省,江苏省,1,8
C0448,N053,N007,140.418,364.35,nearest_3_le_350km,徐州,临沂,江苏省,山东省,1,1
C0449,N016,N089,141.845,364.35,reverse_existing_direction,兖州,济南,山东省,山东省,1,1
C0450,N002,N144,142.001,364.35,nearest_3_le_350km,七里山,长沙,湖南省,湖南省,1,1
C0451,N142,N144,142.001,364.35,nearest_3_le_350km,长岭,长沙,湖南省,湖南省,1,1
C0452,N144,N002,142.001,364.35,nearest_3_le_350km,长沙,七里山,湖南省,湖南省,1,1
C0453,N144,N083,142.001,364.35,reverse_existing_direction,长沙,汨罗,湖南省,湖南省,1,1
C0454,N054,N122,143.249,364.35,closest_component_bridge_le_800km,徐州(新沂,蚌埠,江苏省,安徽省,8,4
C0455,N122,N054,143.249,364.35,closest_component_bridge_le_800km,蚌埠,徐州(新沂,安徽省,江苏省,4,8
C0456,N029,N045,143.636,364.35,nearest_3_le_350km;reverse_existing_direction,合肥,安庆,安徽省,安徽省,4,4
C0457,N011,N053,143.771,364.35,nearest_3_le_350km,亳州,徐州,安徽省,江苏省,12,1
C0458,N011,N054,143.771,364.35,closest_component_bridge_le_800km,亳州,徐州(新沂,安徽省,江苏省,12,8
C0459,N054,N011,143.771,364.35,closest_component_bridge_le_800km,徐州(新沂,亳州,江苏省,安徽省,8,12
C0460,N017,N045,144.771,364.35,nearest_3_le_350km,六安,安庆,安徽省,安徽省,4,4
C0461,N045,N017,144.771,364.35,nearest_3_le_350km,安庆,六安,安徽省,安徽省,4,4
