scenario,tier,year,pipeline_delivery_10kt,pipeline_tonne_km,average_pipeline_distance_km,unit_saving_vs_rail_cny_t,unit_saving_vs_road_cny_t,annual_cost_saving_vs_rail_100m_cny,annual_cost_saving_vs_road_100m_cny,annual_emission_saving_vs_rail_10kt_co2e,annual_emission_saving_vs_road_10kt_co2e,scope
S6,mid,2045,598.4807,3176801762.0266805,530.8110624163287,167.20548466114357,315.83258213771563,10.006925550384047,18.90197048405875,13.225025735317072,30.47505930312195,transport operation only; identical delivered task
S6,mid,2050,775.7952,5167014682.664899,666.0281840703447,209.79887798215861,396.28676952185515,16.276096250394435,30.74373736185615,21.510282123933976,49.56717185080438,transport operation only; identical delivered task
S6,mid,2055,970.4786,10221692403.722467,1053.263039877692,331.77785756147307,626.6915087272268,32.198331071725775,60.81906980214868,42.55290547669664,98.05669522890963,transport operation only; identical delivered task
S6,mid,2060,1223.3922,16888252225.64857,1380.4446542693806,434.840066094855,821.3645692902816,53.197994510793,100.485100742609,70.305794015375,162.00900360064674,transport operation only; identical delivered task
S7,high,2025,10.5383,38944022.404022105,369.54748302878176,116.40745715406628,219.88075240212518,0.12267367057266966,0.23171693330393153,0.16212396526794404,0.37359000692178407,transport operation only; identical delivered task
S7,high,2030,233.2981,1224408406.680472,524.8257086879283,165.32009823669745,312.2712966693174,3.856886481043487,7.285230019748809,5.097212197010805,11.745749845285768,transport operation only; identical delivered task
S7,high,2035,425.8944,2712385260.426249,636.8680265404403,200.61342836023871,378.93647579156203,8.544013570342686,16.13869229953618,11.291659839154475,26.01991180326901,transport operation only; identical delivered task
S7,high,2040,637.367,5939799824.74131,931.9277315489052,293.5572354379052,554.4970002715986,18.71036944793513,35.3418089572108,24.727386670398076,56.980499718743395,transport operation only; identical delivered task
S7,high,2045,852.4964,10562576086.850164,1239.0170899079646,390.29038332100896,737.215168495239,33.272114673578024,62.84732771675849,43.97200424955724,101.32679240115364,transport operation only; identical delivered task
S7,high,2050,1057.4997,16757821561.32347,1584.664426980307,499.16929449879683,942.8753340532828,52.78713791816894,99.70903828987466,69.7628111597896,160.75778223777604,transport operation only; identical delivered task
S7,high,2055,1262.6214,23484840120.50601,1860.006500801112,585.9020477523504,1106.7038679766617,73.97724637959394,139.73479871701076,97.76738942166652,225.29007127601415,transport operation only; identical delivered task
S7,high,2060,1207.9676,21469618180.062366,1777.3339433990088,559.8601921706879,1057.5136963224104,67.62929726719646,127.74422817137109,89.37802048359963,205.9580472013383,transport operation only; identical delivered task
S7,low,2025,1.2135,3150208.1009163987,259.596876878154,81.77301621661852,154.46014174250163,0.009923155517886658,0.018743738200452574,0.013114316324114968,0.030219946312091017,transport operation only; identical delivered task
S7,low,2030,16.334,49793225.34943887,304.84403911741686,96.02587232198633,181.38220327486306,0.15684865985073246,0.29626969082916127,0.20728919712971403,0.47766641077716715,transport operation only; identical delivered task
S7,low,2035,29.7549,128633004.64500748,432.3086437696228,136.1772227874312,257.2236430429256,0.4051939646317736,0.7653663776377946,0.5354991983371661,1.2339764135595568,transport operation only; identical delivered task
S7,low,2040,54.3525,247092863.9800481,454.611773110801,143.20270852990234,270.4940050009266,0.7783425215371517,1.4702025406812864,1.0286475927489402,2.3703618441606014,transport operation only; identical delivered task
S7,low,2045,107.3694,426928333.65556246,397.6257049546355,125.25209706071021,236.58729444800818,1.3448242510150221,2.540223585250597,1.7773026530081066,4.095523504757811,transport operation only; identical delivered task
S7,low,2050,179.4237,678791337.6987233,378.3175453960226,119.17002679974713,225.09893951063347,2.138192713750979,4.038808459307404,2.8258083388397854,6.511645302543853,transport operation only; identical delivered task
S7,low,2055,257.0942,1246277780.6301131,484.7553078327372,152.69792196731223,288.42940816047866,3.925775008984857,7.415352794749174,5.188254400763162,11.955542749584676,transport operation only; identical delivered task
S7,low,2060,342.5703,1781254348.8221216,519.9675362464644,163.78977391763632,309.3806840666464,5.610951198789683,10.598463375491624,7.415361854146492,17.087572968250612,transport operation only; identical delivered task
S7,mid,2025,6.4505,17646112.079463,273.56192666402603,86.17200689916821,162.76934636509552,0.05558525305030846,0.10499436687280488,0.07346076458680448,0.16927915317828857,transport operation only; identical delivered task
S7,mid,2030,77.3453,353366039.9958769,456.868148414806,143.91346675066393,271.8365483068096,1.1131030259870125,2.102527937975468,1.4710628245028357,3.3898404216804474,transport operation only; identical delivered task
S7,mid,2035,181.3656,903198414.5891522,497.9987465038311,156.86960514870682,296.30925416977954,2.84507500595583,5.374030566805457,3.7600149999346413,8.664382391153739,transport operation only; identical delivered task
S7,mid,2040,345.7532,1664341474.1807306,481.3669039594516,151.63057474722729,286.4133078558737,5.242675643669302,9.902831771375348,6.928653557014381,15.96602776181575,transport operation only; identical delivered task
S7,mid,2045,457.9997,2061968939.776214,450.21185380169766,141.8167339475348,267.8760530120101,6.495202160295075,12.268715191668475,8.58397669628838,19.78046803927322,transport operation only; identical delivered task
S7,mid,2050,620.453,3031677167.7092934,488.6231781793776,153.91630112650398,290.7307910167297,9.549783078284275,18.038479147870298,12.620872049173789,29.082879069835254,transport operation only; identical delivered task
S7,mid,2055,801.3943,6429944108.230726,802.3446271368197,252.73855754809824,477.39505314640775,20.254323940926792,38.25816744397282,26.767857322564513,61.68245383025736,transport operation only; identical delivered task
S7,mid,2060,960.6037,11331391061.873856,1179.6114320477693,371.5776010950474,701.8688020684228,35.693881844902656,67.42177681814945,47.17258099058087,108.70203445655591,transport operation only; identical delivered task
S8,high,2025,10.1684,38538562.00984563,379.0032061076042,119.38600992389536,225.50690763402454,0.12139647033101376,0.22930444395858154,0.16043603364698736,0.36970042536044917,transport operation only; identical delivered task
S8,high,2030,251.8061,1481878375.1279595,588.4997921527555,185.37743452811802,350.1573763308896,4.667916881653073,8.81717633201136,6.169059675657696,14.215659252602517,transport operation only; identical delivered task
S8,high,2035,463.6681,3601149843.3275304,776.6654301487488,244.6496104968559,462.1159309385056,11.343622006481723,21.42684156779881,14.99158679777251,34.545830447041006,transport operation only; identical delivered task
S8,high,2040,691.4909,7048406182.776675,1019.3057034845542,321.08129659763466,606.4868935733099,22.202479475746532,41.93801678752122,29.3425149388993,67.61536051137665,transport operation only; identical delivered task
S8,high,2045,936.621,12209523813.340126,1303.5714353340493,410.6250021302256,775.6250040237594,38.4600000120214,72.64666668937376,50.82824763493495,117.12596194137183,transport operation only; identical delivered task
S8,high,2050,1167.8787,18921271538.363155,1620.1401342762017,510.34414229700366,963.9833798943401,59.602005345843956,112.58156565326078,78.76925341420582,181.5117578675178,transport operation only; identical delivered task
S8,high,2055,1314.8347,23252174160.207123,1768.4484719035115,557.0612686496062,1052.2268407825895,73.24434860465246,138.3504362532324,96.79880102894226,223.05810671886695,transport operation only; identical delivered task
S8,high,2060,1209.8566,20907173614.18431,1728.0703857121837,544.342171499338,1028.2018794987493,65.85759688468059,124.39768300439667,87.03656375584929,200.56251648087013,transport operation only; identical delivered task
S8,low,2025,1.1729,3039332.211333894,259.1296965925394,81.62585442664992,154.18216947256096,0.009573896465701769,0.018084026657436674,0.012652739995783003,0.029156313903326046,transport operation only; identical delivered task
S8,low,2030,15.8109,49253938.92506565,311.5188820691147,98.12844785177114,185.35373483112326,0.15514990761395683,0.2930609366041407,0.2050441477450483,0.47249303610815485,transport operation only; identical delivered task
S8,low,2035,28.5614,127279582.24789454,445.6349557370946,140.37501105718482,265.15279866357133,0.40093068408086785,0.7573135143749726,0.529864900897985,1.2209930325040523,transport operation only; identical delivered task
S8,low,2040,59.4927,254150495.23473623,427.1961017649833,134.56677205596978,254.1816805501651,0.8005740599894193,1.512195446646681,1.058028511662207,2.438065700786825,transport operation only; identical delivered task
S8,low,2045,115.0748,437394064.3843184,380.0954373888274,119.73006277748065,226.15678524635234,1.3777913028106035,2.602494683086695,1.8208714900319176,4.195921259638767,transport operation only; identical delivered task
S8,low,2050,190.0355,679204934.849545,357.40950235589924,112.58399324210828,212.65865390176006,2.139495544776067,4.041269362354794,2.827530143778656,6.515612940011686,transport operation only; identical delivered task
S8,low,2055,283.6129,1308309527.365999,461.3011352325649,145.30985759825796,274.4741754633761,4.121175011202897,7.784441687827695,5.4464925624246545,12.550613296022028,transport operation only; identical delivered task
S8,low,2060,359.7806,1971753475.633451,548.0433007320158,172.63363973058503,326.0857639355495,6.2110234482453714,11.731933180019036,8.208409719062058,18.915031091751697,transport operation only; identical delivered task
S8,mid,2025,6.2533,17106992.95991988,273.5674437484189,86.17374478075197,162.77262903030928,0.05388702782374764,0.10178660811152332,0.07121641169214647,0.16410738346451145,transport operation only; identical delivered task
S8,mid,2030,84.5568,365081440.6204392,431.7588184752016,136.00402781968853,256.896496992745,1.1500065379543836,2.1722345716916136,1.5198340373028882,3.5022262598718736,transport operation only; identical delivered task
S8,mid,2035,192.5221,1009255311.1132222,524.228289174709,165.13191109003336,311.9158320589519,3.1791542300066506,6.005069101123673,4.201529860164345,9.681786199509142,transport operation only; identical delivered task
S8,mid,2040,368.4251,1883882234.582123,511.33384630475047,161.07016158599643,304.24363855132657,5.9342290389336885,11.209099295763632,7.842601742565379,18.072082276346308,transport operation only; identical delivered task
S8,mid,2045,485.3643,2353093605.972192,484.8097822547295,152.71508141023983,288.4618204415641,7.412244858812406,14.000906955534544,9.795928681662234,22.573226962091237,transport operation only; identical delivered task
S8,mid,2050,657.3348,3551614352.6730256,540.3052375552041,170.19614982988935,321.48161634534654,11.187585210920034,21.132105398404505,14.785370550177808,34.07063648519234,transport operation only; identical delivered task
S8,mid,2055,848.4388,7387688162.355252,870.7390753882604,274.28280874730206,518.089749856015,23.271217711419048,43.956744566013754,30.754945819884917,70.87009254147394,transport operation only; identical delivered task
S8,mid,2060,1054.0871,13160262434.266064,1248.4985760916782,393.2770514688787,742.8566527745486,41.45482666793811,78.3035614838831,54.78617251384963,126.24639753191435,transport operation only; identical delivered task
