城市代码,城市,省份,城市经度_WGS84,城市纬度_WGS84,最近节点ID,最近管网节点,节点匹配城市,节点匹配省份,节点经度_WGS84,节点纬度_WGS84,最近距离_km,节点坐标来源,节点匹配置信度,节点涉及管道,第二近节点,第二近距离_km,第三近节点,第三近距离_km
320400000000,常州市,江苏省,119.9709776,31.81468388,N087,泰州(泰州,泰州市,江苏省,119.915306,32.45511081,71.40499477738116,清洗后匹配城市名,高,苏北成品油管道,苏州(苏州,81.1962302452717,湖州(湖州,102.95024669734487
320500000000,苏州市,江苏省,120.581097,31.3019128,N116,苏州(苏州,苏州市,江苏省,120.581097,31.3019128,0.0,清洗后匹配城市名,高,浙苏成品油管道；苏南成品油管道,嘉兴(陈山,63.57562871305079,湖州(湖州,65.92070463795154
320600000000,南通市,江苏省,120.8902796,31.98341597,N116,苏州(苏州,苏州市,江苏省,120.581097,31.3019128,81.23550047707084,清洗后匹配城市名,高,浙苏成品油管道；苏南成品油管道,泰州(泰州,105.65557731162069,嘉兴(陈山,137.9630268483406
320700000000,连云港市,江苏省,119.2155491,34.59474883,N007,临沂,临沂市,山东省,118.3508968,35.10515503,97.19265648730773,直接匹配城市名,高,鲁皖一期管道,盐城(盐城,163.4976022865486,枣庄,175.3416376180282
320800000000,淮安市,江苏省,119.1069043,33.55204075,N105,盐城(盐城,盐城市,江苏省,120.1563009,33.34840987,99.95795276602904,清洗后匹配城市名,高,苏北成品油管道,泰州(泰州,143.3875336732311,南京(南京,168.35714028534315
320900000000,盐城市,江苏省,120.1563009,33.34840987,N105,盐城(盐城,盐城市,江苏省,120.1563009,33.34840987,0.0,清洗后匹配城市名,高,苏北成品油管道,泰州(泰州,101.84661036851058,南京(南京,191.86100361661346
321000000000,扬州市,江苏省,119.4072946,32.39551461,N087,泰州(泰州,泰州市,江苏省,119.915306,32.45511081,48.1395787597471,清洗后匹配城市名,高,苏北成品油管道,南京(南京,68.90294062900473,南京(扬子,68.90294062900473
321100000000,镇江市,江苏省,119.4193572,32.19008035,N087,泰州(泰州,泰州市,江苏省,119.915306,32.45511081,55.13826083545786,清洗后匹配城市名,高,苏北成品油管道,南京(南京,60.94031235760268,南京(扬子,60.94031235760268
321200000000,泰州市,江苏省,119.915306,32.45511081,N087,泰州(泰州,泰州市,江苏省,119.915306,32.45511081,0.0,清洗后匹配城市名,高,苏北成品油管道,盐城(盐城,101.84661036851058,南京(南京,114.4833118213585
321300000000,宿迁市,江苏省,118.2713306,33.96215393,N053,徐州,徐州市,江苏省,117.2749121,34.20440827,95.6361398896992,直接匹配城市名,高,鲁皖一期管道,徐州(新沂,95.6361398896992,宿州,126.16057794717642
