管道名称,管段数,管段ID列表,起止节点列表,设计输量最小值_万吨年,设计输量最大值_万吨年,设计输量中位数_万吨年,长度合计_km,投产年份最早,投产年份最晚,油品,管输折算系数,年份,管道瓶颈占用率,管道瓶颈占用率_%,管道平均占用率,管道平均占用率_%,瓶颈管段ID,瓶颈管段,瓶颈管段任务_万吨年,瓶颈管段设计输量_万吨年,管道代表任务_万吨年,代表任务管段ID,代表任务管段,超设计管段数,高负荷管段数,管道负荷等级
安庆-亳州成品油管道,4,S088；S087；S086；S089,淮南→阜阳；合肥→淮南；安庆→合肥；阜阳→亳州,140.0,410.0,205.0,1665.0,2016.0,2016.0,92#汽油、95#汽油、0#车用柴油、0#普通柴油,0.2192948931298923,2045,1.0601390346780302,106.01390346780302,0.7380067885599804,73.80067885599803,S088,淮南→阜阳,148.41946485492423,140.0,247.40109007130084,S086,安庆→合肥,1,1,超过设计输量
珠三角成品油管网,9,S067；S064；S065；S059；S060；S061；S062；S063；S066,惠州→梅州；黄埔→南沙；黄埔→惠州；茂名→江门；南沙→南海；三水→花都；南沙→斗门；北沙→珠海；大鹏湾→妈湾,100.0,550.0,250.0,1802.8100000000002,2006.0,2015.0,0#柴油、-35#柴油、92#汽油,0.2192948931298923,2045,0.9571192866798722,95.71192866798722,0.23167371642381931,23.16737164238193,S067,惠州→梅州,114.85431440158467,120.0,179.82640394004764,S064,黄埔→南沙,0,1,高负荷
西南成品油管网（北线）,8,S045；S046；S047；S048；S052；S049；S050；S051,湛江→茂名；茂名→柳州；柳州→贵阳；贵阳→曲靖；柳州→桂林；江津→重庆；柳州→柳库；贵阳→简阳,500.0,800.0,700.0,7127.96,2005.0,2016.0,92#汽油、95#汽油、0#车柴,0.2192948931298923,2045,0.8438194065117756,84.38194065117756,0.2208145704303728,22.081457043037283,S045,湛江→茂名,421.9097032558878,500.0,421.9097032558878,S045,湛江→茂名,0,1,高负荷
九江-赣州成品油管道,4,S081；S082；S083；S084,九江→南昌；南昌→吉安长塘；吉安长塘→樟树；樟树→赣州,170.0,330.0,257.0,2171.56,2016.0,2016.0,92#汽油、95#汽油、0#柴油,0.2192948931298923,2045,0.6524326147530114,65.24326147530114,0.4539028544299586,45.39028544299586,S081,九江→南昌,215.30276286849377,330.0,215.30276286849377,S081,九江→南昌,0,0,中负荷
长岭-郴州成品油管道,7,S077；S076；S078；S074；S072；S073；S075,衡阳→耒阳；湘潭→衡阳；耒阳→郴州；汨罗→长沙；长岭→七里山；七里山→汨罗；长沙→湘潭,100.0,600.0,385.0,3859.2400000000007,2014.0,2014.0,92#汽油、95#汽油、0#柴油,0.2192948931298923,2045,0.6404003601667574,64.04003601667574,0.37682598844526244,37.68259884452625,S077,衡阳→耒阳,87.094448982679,136.0,201.30336167885412,S072,长岭→七里山,0,0,中负荷
浙苏成品油管道,2,S094；S093,嘉兴(陈山→苏州(苏州；嘉兴(陈山→湖州(湖州,510.0,510.0,510.0,439.78,2007.0,2007.0,0#柴油、-10#柴油、90#汽油、93#汽油、97#汽油,0.2192948931298923,2045,0.5648434017408352,56.48434017408353,0.29579872789680844,29.579872789680845,S094,嘉兴(陈山→苏州(苏州,288.070134887826,510.0,288.070134887826,S094,嘉兴(陈山→苏州(苏州,0,0,中负荷
云南成品油管网（安曲线）,3,S041；S040；S042,寻甸→曲靖；安宁→寻甸；寻甸→昆明,155.0,323.0,168.0,1124.6999999999998,2017.0,2017.0,0号柴油、92号汽油、95号汽油、3号喷气燃料,0.2192948931298923,2045,0.5634067213776606,56.340672137766056,0.27792405863624536,27.792405863624538,S041,寻甸→曲靖,87.3280418135374,155.0,87.3280418135374,S041,寻甸→曲靖,0,0,中负荷
云南成品油管网（安保线）,2,S037；S036,大理→保山；安宁→大理,57.0,173.0,115.0,791.0,2017.0,2017.0,0号柴油、92号汽油、95号汽油,0.2192948931298923,2045,0.5547654481299897,55.476544812998974,0.43789079760380023,43.78907976038002,S037,大理→保山,31.621630543409413,57.0,55.535793444426666,S036,安宁→大理,0,0,中负荷
安庆-合肥成品油管道,1,S090,安庆→合肥,120.0,120.0,120.0,158.85,2007.0,2007.0,3#喷气燃料,0.2192948931298923,2045,0.5527366818107542,55.27366818107542,0.5527366818107542,55.27366818107542,S090,安庆→合肥,66.3284018172905,120.0,66.3284018172905,S090,安庆→合肥,0,0,中负荷
洛驻管道,5,S133；S134；S135；S136；S137,洛阳→巩义；巩义→郑州；郑州→许昌；许昌→漯河；漯河→驻马店,820.0,820.0,820.0,2141.8,2007.0,2007.0,0#车柴、92#组分汽油、95#组分汽油,0.2192948931298923,2045,0.523999064643091,52.3999064643091,0.27767359682568676,27.767359682568678,S133,洛阳→巩义,429.6792330073346,820.0,429.6792330073346,S133,洛阳→巩义,0,0,中负荷
抚顺-锦州-郑州成品油管道,7,S026；S027；S028；S029；S030；S031；S032,抚顺→辽阳；辽阳→辽河；辽河→锦州；锦州→固安；固安→保定；保定→邯郸；邯郸→郑州,600.0,1300.0,800.0,11160.099999999999,2018.0,2018.0,0#柴油、92#车用汽油、92#组分汽油,0.2192948931298923,2045,0.4992424970969301,49.92424970969301,0.24099287523114232,24.09928752311423,S026,抚顺→辽阳,299.54549825815803,600.0,299.54549825815803,S026,抚顺→辽阳,0,0,低负荷
苏南成品油管道,1,S098,南京(南京→苏州(苏州,580.0,580.0,580.0,373.25,2010.0,2010.0,0#柴油、-10#柴油、90#汽油、93#汽油、97#汽油,0.2192948931298923,2045,0.4966726463583206,49.66726463583206,0.4966726463583206,49.66726463583206,S098,南京(南京→苏州(苏州,288.070134887826,580.0,288.070134887826,S098,南京(南京→苏州(苏州,0,0,低负荷
浙赣成品油管道,3,S101；S099；S100,诸暨→桐庐；算山→龙游；龙游→樟树,135.0,760.0,450.0,2573.7,2013.0,2013.0,0#柴油、95#汽油、92#汽油,0.2192948931298923,2045,0.4318400099748875,43.184000997488745,0.22463886200318164,22.463886200318164,S101,诸暨→桐庐,58.29840134660981,135.0,98.4034626215818,S099,算山→龙游,0,0,低负荷
淮蚌支线,1,S092,淮南→蚌埠,80.0,80.0,80.0,104.72,2016.0,2016.0,92#汽油、95#汽油、0#车用柴油、0#普通柴油,0.2192948931298923,2045,0.4058300663285275,40.583006632852744,0.4058300663285275,40.583006632852744,S092,淮南→蚌埠,32.4664053062822,80.0,32.4664053062822,S092,淮南→蚌埠,0,0,低负荷
鲁皖一期管道,9,S110；S111；S112；S113；S114；S115；S116；S118；S117,齐鲁→淄博；淄博→济南；济南→泰安；泰安→曲阜；曲阜→枣庄；枣庄→徐州；徐州→宿州；枣庄→临沂；曲阜→济宁,655.0,655.0,655.0,6926.22,2005.0,2005.0,0#普柴、0#车柴、92#组分汽油、95#组分汽油、95#清洁汽油,0.2192948931298923,2045,0.3965604299049086,39.65604299049086,0.21528685521969734,21.528685521969734,S110,齐鲁→淄博,259.7470815877151,655.0,259.7470815877151,S110,齐鲁→淄博,0,0,低负荷
兰郑长成品油管道,4,S012；S014；S015；S013,兰州→咸阳；郑州→武汉；武汉→长沙；咸阳→郑州,500.0,1500.0,1000.0,8347.28,2009.0,2009.0,0#柴油、92#车用汽油、92#组分汽油,0.2192948931298923,2045,0.3886460115299933,38.86460115299933,0.23366132900660314,23.366132900660315,S012,兰州→咸阳,388.64601152999336,1000.0,388.64601152999336,S012,兰州→咸阳,0,0,低负荷
甬台温成品油管道,4,S103；S104；S105；S106,算山→宁海；宁海→临海；临海→灵昆；灵昆→瑞安,460.0,460.0,460.0,1635.28,2018.0,2018.0,90#汽油、93#汽油、97#汽油、0#车用柴油、0#普通柴油,0.2192948931298923,2045,0.3490206969295777,34.902069692957774,0.19037259406486245,19.037259406486246,S103,算山→宁海,160.54952058760577,460.0,160.54952058760577,S103,算山→宁海,0,0,低负荷
钦南柳成品油管道,2,S043；S044,钦州→南宁；南宁→柳州,300.0,500.0,400.0,727.3,2018.0,2018.0,E92#汽油组分油、92#汽油、E95#汽油组分油、95#汽油和0#柴油,0.2192948931298923,2045,0.3337463661270114,33.37463661270114,0.2589255131380584,25.89255131380584,S043,钦州→南宁,166.8731830635057,500.0,166.8731830635057,S043,钦州→南宁,0,0,低负荷
大港-济南-枣庄成品油管道,7,S016；S017；S018；S019；S020；S022；S023,大港→沧州；沧州→德州；德州→济南；济南→济南；济南→兖州；兖州→肥城；肥城→枣庄,285.0,285.0,285.0,4304.09,2007.0,2007.0,0#柴油、92#组分汽油,0.2192948931298923,2045,0.3316162260541964,33.16162260541964,0.16791546937042687,16.791546937042686,S016,大港→沧州,94.51062442544598,285.0,94.51062442544598,S016,大港→沧州,0,0,低负荷
荆门-襄阳成品油管道,1,S070,荆门→襄阳,350.0,350.0,350.0,128.75,2019.0,2019.0,0#车用柴油,0.2192948931298923,2045,0.3304946927822239,33.04946927822239,0.3304946927822239,33.04946927822239,S070,荆门→襄阳,115.67314247377838,350.0,115.67314247377838,S070,荆门→襄阳,0,0,低负荷
湘娄支线,1,S079,湘潭→娄底,250.0,250.0,250.0,117.48,2014.0,2014.0,92#汽油、95#汽油、0#柴油,0.2192948931298923,2045,0.3031027273025012,30.31027273025012,0.3031027273025012,30.31027273025012,S079,湘潭→娄底,75.77568182562531,250.0,75.77568182562531,S079,湘潭→娄底,0,0,低负荷
云南成品油管网（安蒙线）,2,S039；S038,玉溪→蒙自；安宁→玉溪,115.0,225.0,170.0,502.48,2017.0,2017.0,0号柴油、92号汽油、95号汽油,0.2192948931298923,2045,0.2833125877978207,28.331258779782072,0.2673485818466108,26.734858184661082,S039,玉溪→蒙自,32.58094759674938,115.0,56.56152957646522,S038,安宁→玉溪,0,0,低负荷
西南成品油管网（南线）,6,S053；S054；S057；S055；S056；S058,东海岛→南宁；南宁→长坡；长坡→曲靖；长坡→大理；南宁→黎塘；秋田冲→昆东,800.0,800.0,800.0,10887.6,2012.0,2012.0,92#清洁汽油、92#汽油、95#汽油、0#车柴,0.2192948931298923,2045,0.2786049871666609,27.860498716666086,0.09278508315884122,9.278508315884123,S053,东海岛→南宁,222.88398973332875,800.0,222.88398973332875,S053,东海岛→南宁,0,0,低负荷
荆门-荆州成品油管道,1,S071,荆门→荆州,150.0,150.0,150.0,92.12,2003.0,2003.0,0#柴油、90#汽油、93#汽油,0.2192948931298923,2045,0.243450544665434,24.3450544665434,0.243450544665434,24.3450544665434,S071,荆门→荆州,36.51758169981511,150.0,36.51758169981511,S071,荆门→荆州,0,0,低负荷
苏北成品油管道,3,S095；S097；S096,南京(扬子→泰州(泰州；南京(扬子→盐城(盐城；南京(扬子→徐州(新沂,545.0,545.0,545.0,1827.81,2015.0,2015.0,0#柴油、-10#柴油、90#汽油、93#汽油、97#汽油,0.2192948931298923,2045,0.2050002948155917,20.50002948155917,0.10767429860725601,10.767429860725601,S095,南京(扬子→泰州(泰州,111.7251606744975,545.0,111.7251606744975,S095,南京(扬子→泰州(泰州,0,0,低负荷
鲁皖二期管道（西线）,3,S121；S122；S123,济南→聊城；聊城→濮阳；濮阳→汤阴,820.0,820.0,820.0,1066.71,2009.0,2009.0,0#普柴、 0#车柴、 92#清洁汽油、 92#组分汽油、95#清洁汽油,0.2192948931298923,2045,0.1941317133870313,19.41317133870313,0.15756087846965752,15.756087846965752,S121,济南→聊城,159.18800497736572,820.0,159.18800497736572,S121,济南→聊城,0,0,低负荷
合六支线,1,S091,合肥→六安,140.0,140.0,140.0,99.99,2019.0,2019.0,92#汽油、95#汽油、0#车用柴油,0.2192948931298923,2045,0.1716037288723362,17.160372887233617,0.1716037288723362,17.160372887233617,S091,合肥→六安,24.024522042127074,140.0,24.024522042127074,S091,合肥→六安,0,0,低负荷
福建成品油管道（北线）,1,S107,泉港→兴闽,220.0,220.0,220.0,148.96,2010.0,2010.0,0#柴油、95#汽油、92#汽油、航煤,0.2192948931298923,2045,0.1531848774654551,15.31848774654551,0.1531848774654551,15.31848774654551,S107,泉港→兴闽,33.70067304240014,220.0,33.70067304240014,S107,泉港→兴闽,0,0,低负荷
鲁皖二期管道（汤郑支线）,2,S124；S125,汤阴→新乡；新乡→郑州,820.0,820.0,820.0,409.38,2010.0,2010.0,0#普柴、 0#车柴、 92#清洁汽油、 92#组分汽油、95#清洁汽油,0.2192948931298923,2045,0.1207812057389322,12.07812057389322,0.0603906028694661,6.03906028694661,S124,汤阴→新乡,99.04058870592443,820.0,99.04058870592443,S124,汤阴→新乡,0,0,低负荷
石太管道,4,S129；S130；S131；S132,石家庄→高庄；高庄→阳泉；阳泉→晋中；晋中→太原,820.0,820.0,820.0,1288.08,2007.0,2007.0,0#车柴、0#普柴、92#组分汽油、95#组分汽油、92#清洁汽油、95#清洁汽油,0.2192948931298923,2045,0.1024558279155067,10.24558279155067,0.09329657953441317,9.329657953441316,S129,石家庄→高庄,84.01377889071553,820.0,84.01377889071553,S129,石家庄→高庄,0,0,低负荷
鲁皖二期管道（汤石支线）,3,S126；S127；S128,汤阴→邯郸；邯郸→邢台；邢台→石家庄,820.0,820.0,820.0,936.51,2009.0,2009.0,0#普柴、 0#车柴、 92#清洁汽油、 92#组分汽油、95#清洁汽油,0.2192948931298923,2045,0.083067898865429,8.3067898865429,0.05927351289267019,5.927351289267019,S126,汤阴→邯郸,68.1156770696518,820.0,68.1156770696518,S126,汤阴→邯郸,0,0,低负荷
驻信管道,1,S138,驻马店→信阳,820.0,820.0,820.0,109.98,2013.0,2013.0,0#车柴、92#组分汽油、95#组分汽油,0.2192948931298923,2045,0.0741348673922636,7.413486739226361,0.0741348673922636,7.413486739226361,S138,驻马店→信阳,60.7905912616562,820.0,60.7905912616562,S138,驻马店→信阳,0,0,低负荷
呼和浩特-包头-鄂尔多斯成品油管道,2,S024；S025,呼和浩特→包头；包头→鄂尔多斯,200.0,200.0,200.0,555.56,2014.0,2014.0,92#汽油、95 #汽油、0 #柴油、+5#柴油,0.2192948931298923,2045,0.0630071778820051,6.300717788200511,0.0499032370327701,4.99032370327701,S024,呼和浩特→包头,12.601435576401022,200.0,12.601435576401022,S024,呼和浩特→包头,0,0,低负荷
福建成品油管道（南线）,2,S108；S109,泉港→东孚；泉港→石湖山,380.0,380.0,380.0,351.22,2013.0,2013.0,0#柴油、95#汽油、92#汽油、航煤,0.2192948931298923,2045,0.0577118573838232,5.77118573838232,0.0288559286919116,2.88559286919116,S108,泉港→东孚,21.93050580585284,380.0,21.93050580585284,S108,泉港→东孚,0,0,低负荷
湘株支线,1,S080,湘潭→株洲,350.0,350.0,350.0,22.99,2008.0,2008.0,92#汽油、95#汽油、0#柴油,0.2192948931298923,2045,0.0575071688641581,5.75071688641581,0.0575071688641581,5.75071688641581,S080,湘潭→株洲,20.127509102455363,350.0,20.127509102455363,S080,湘潭→株洲,0,0,低负荷
鲁皖二期管道（东线）,2,S119；S120,青岛→潍坊；潍坊→济南,820.0,820.0,820.0,740.44,2008.0,2008.0,0#普柴、 0#车柴、 92#清洁汽油、 92#组分汽油、95#清洁汽油,0.2192948931298923,2045,0.0551124723262743,5.51124723262743,0.04218940208576975,4.218940208576975,S119,青岛→潍坊,45.192227307544925,820.0,45.192227307544925,S119,青岛→潍坊,0,0,低负荷
兰成渝成品油管道,2,S034；S035,兰州→成都；成都→重庆,350.0,700.0,525.0,2500.0,2002.0,2002.0,0#柴油、92#车用汽油,0.2192948931298923,2045,0.0351131001640223,3.5113100164022297,0.01755655008201115,1.7556550082011149,S034,兰州→成都,24.579170114815607,700.0,24.579170114815607,S034,兰州→成都,0,0,低负荷
吉林石化-长春成品油管道,1,S033,吉林→长春,245.0,245.0,245.0,159.5,2014.0,2014.0,0#柴油、-35 #柴油、92#汽油、95#汽油,0.2192948931298923,2045,0.034412484477588,3.4412484477587997,0.034412484477588,3.4412484477587997,S033,吉林→长春,8.431058697009062,245.0,8.431058697009062,S033,吉林→长春,0,0,低负荷
银巴线,1,S021,银川→巴彦淖尔,240.0,240.0,240.0,367.44,2017.0,2017.0,,0.2192948931298923,2045,0.0085093513804628,0.8509351380462801,0.0085093513804628,0.8509351380462801,S021,银川→巴彦淖尔,2.042244331311084,240.0,2.042244331311084,S021,银川→巴彦淖尔,0,0,低负荷
西部成品油管道,6,S001；S002；S003；S004；S005；S006,乌鲁木齐→哈密；哈密→柳园；柳园→酒泉；酒泉→张掖；张掖→武威；武威→兰州,1000.0,1000.0,1000.0,11045.1,2006.0,2006.0,0#柴油、-35#柴油、92#汽油,0.2192948931298923,2045,0.0037816992644642,0.37816992644642,0.003332708653089817,0.3332708653089817,S001,乌鲁木齐→哈密,3.7816992644642657,1000.0,3.7816992644642657,S001,乌鲁木齐→哈密,0,0,低负荷
156支线,1,S069,广水→广水武胜关镇,10.0,10.0,10.0,5.65,2014.0,2014.0,0#车用柴油、0#普通柴油、90#汽油、93#汽油、97#汽油,0.2192948931298923,2045,0.0,0.0,0.0,0.0,S069,广水→广水武胜关镇,0.0,10.0,0.0,S069,广水→广水武胜关镇,0,0,低负荷
克拉玛依-乌鲁木齐成品油管道,1,S010,克拉玛依→王家沟,160.0,160.0,160.0,291.78,1996.0,1996.0,90#汽油、93#汽油、97#汽油、0#柴油、-10#柴油、-20#柴油、-35#柴油、航煤,0.2192948931298923,2045,0.0,0.0,0.0,0.0,S010,克拉玛依→王家沟,0.0,160.0,0.0,S010,克拉玛依→王家沟,0,0,低负荷
克拉玛依-乌鲁木齐成品油管道（复线）,1,S011,克拉玛依→王家沟,400.0,400.0,400.0,293.31,2009.0,2009.0,90#汽油、93#汽油、97#汽油、0#柴油、-10#柴油、-20#柴油、-35#柴油、航煤,0.2192948931298923,2045,0.0,0.0,0.0,0.0,S011,克拉玛依→王家沟,0.0,400.0,0.0,S011,克拉玛依→王家沟,0,0,低负荷
南武管道,1,S139,南疆(天津→武清,155.0,155.0,155.0,172.99,2018.0,2018.0,93#汽油、97#汽油、柴油,0.2192948931298923,2045,0.0,0.0,0.0,0.0,S139,南疆(天津→武清,0.0,155.0,0.0,S139,南疆(天津→武清,0,0,低负荷
格拉成品油管道,1,S140,格尔木→拉萨,130.0,130.0,130.0,1114.0,1976.0,1976.0,-20#柴油、-35#柴油、0#柴油、92#汽油、95#汽油,0.2192948931298923,2045,0.0,0.0,0.0,0.0,S140,格尔木→拉萨,0.0,130.0,0.0,S140,格尔木→拉萨,0,0,低负荷
独山子-703泵站-乌鲁木齐成品油管道,2,S007；S008,独山子→703；703→乌鲁木齐,100.0,100.0,100.0,591.58,1998.0,1998.0,90#汽油、93#汽油、97#汽油、0#柴油、-10#柴油、-20#柴油、-35#柴油、航煤,0.2192948931298923,2045,0.0,0.0,0.0,0.0,S007,独山子→703,0.0,100.0,0.0,S007,独山子→703,0,0,低负荷
独山子-乌鲁木齐成品油管道,1,S009,独山子→王家沟,520.0,520.0,520.0,222.69,2004.0,2004.0,90#汽油、93#汽油、97#汽油、0#柴油、-10#柴油、-20#柴油、-35#柴油、航煤,0.2192948931298923,2045,0.0,0.0,0.0,0.0,S009,独山子→王家沟,0.0,520.0,0.0,S009,独山子→王家沟,0,0,低负荷
绍杭成品油管道,1,S102,绍兴→萧山,500.0,500.0,500.0,92.12,2016.0,2016.0,0#柴油、95#汽油、92#汽油、航煤,0.2192948931298923,2045,0.0,0.0,0.0,0.0,S102,绍兴→萧山,0.0,500.0,0.0,S102,绍兴→萧山,0,0,低负荷
上饶-樟树成品油管道,1,S085,上饶→樟树,,,,314.77,2016.0,2016.0,92#汽油、95#汽油、0#柴油,0.2192948931298923,2045,,,,,,,,,50.669251084396144,S085,上饶→樟树,0,0,无设计输量
武汉-信阳成品油管道,1,S068,武汉→信阳,,,,229.51,2013.0,2013.0,0#车用柴油、0#普通柴油、90#汽油、93#汽油、97#汽油,0.2192948931298923,2045,,,,,,,,,60.7905912616562,S068,武汉→信阳,0,0,无设计输量
安庆-亳州成品油管道,4,S088；S087；S086；S089,淮南→阜阳；合肥→淮南；安庆→合肥；阜阳→亳州,140.0,410.0,205.0,1665.0,2016.0,2016.0,92#汽油、95#汽油、0#车用柴油、0#普通柴油,0.2192948931298923,2050,0.9384617739170452,93.84617739170452,0.6540483295183256,65.40483295183256,S088,淮南→阜阳,131.38464834838635,140.0,216.83260218597,S086,安庆→合肥,0,1,高负荷
珠三角成品油管网,9,S067；S064；S065；S059；S060；S061；S062；S063；S066,惠州→梅州；黄埔→南沙；黄埔→惠州；茂名→江门；南沙→南海；三水→花都；南沙→斗门；北沙→珠海；大鹏湾→妈湾,100.0,550.0,250.0,1802.8100000000002,2006.0,2015.0,0#柴油、-35#柴油、92#汽油,0.2192948931298923,2050,0.7917103247316295,79.17103247316295,0.19204714186747932,19.204714186747932,S067,惠州→梅州,95.00523896779552,120.0,150.02754396726542,S064,黄埔→南沙,0,0,中负荷
西南成品油管网（北线）,8,S045；S046；S047；S048；S052；S049；S050；S051,湛江→茂名；茂名→柳州；柳州→贵阳；贵阳→曲靖；柳州→桂林；江津→重庆；柳州→柳库；贵阳→简阳,500.0,800.0,700.0,7127.96,2005.0,2016.0,92#汽油、95#汽油、0#车柴,0.2192948931298923,2050,0.6528312693184205,65.28312693184205,0.16991085111211565,16.991085111211564,S045,湛江→茂名,326.41563465921024,500.0,326.41563465921024,S045,湛江→茂名,0,0,中负荷
长岭-郴州成品油管道,7,S077；S076；S078；S074；S072；S073；S075,衡阳→耒阳；湘潭→衡阳；耒阳→郴州；汨罗→长沙；长岭→七里山；七里山→汨罗；长沙→湘潭,100.0,600.0,385.0,3859.2400000000007,2014.0,2014.0,92#汽油、95#汽油、0#柴油,0.2192948931298923,2050,0.5251928801141662,52.51928801141662,0.30930778004379306,30.930778004379306,S077,衡阳→耒阳,71.42623169552661,136.0,165.64961508985232,S072,长岭→七里山,0,0,中负荷
洛驻管道,5,S133；S134；S135；S136；S137,洛阳→巩义；巩义→郑州；郑州→许昌；许昌→漯河；漯河→驻马店,820.0,820.0,820.0,2141.8,2007.0,2007.0,0#车柴、92#组分汽油、95#组分汽油,0.2192948931298923,2050,0.482500738117728,48.2500738117728,0.25505863620768104,25.505863620768103,S133,洛阳→巩义,395.65060525653695,820.0,395.65060525653695,S133,洛阳→巩义,0,0,低负荷
安庆-合肥成品油管道,1,S090,安庆→合肥,120.0,120.0,120.0,158.85,2007.0,2007.0,3#喷气燃料,0.2192948931298923,2050,0.4780179137365934,47.80179137365934,0.4780179137365934,47.80179137365934,S090,安庆→合肥,57.36214964839122,120.0,57.36214964839122,S090,安庆→合肥,0,0,低负荷
九江-赣州成品油管道,4,S081；S082；S083；S084,九江→南昌；南昌→吉安长塘；吉安长塘→樟树；樟树→赣州,170.0,330.0,257.0,2171.56,2016.0,2016.0,92#汽油、95#汽油、0#柴油,0.2192948931298923,2050,0.4747533868226064,47.47533868226064,0.3297683353071487,32.97683353071487,S081,九江→南昌,156.66861765146012,330.0,156.66861765146012,S081,九江→南昌,0,0,低负荷
浙苏成品油管道,2,S094；S093,嘉兴(陈山→苏州(苏州；嘉兴(陈山→湖州(湖州,510.0,510.0,510.0,439.78,2007.0,2007.0,0#柴油、-10#柴油、90#汽油、93#汽油、97#汽油,0.2192948931298923,2050,0.442141154445301,44.2141154445301,0.2300159649173347,23.00159649173347,S094,嘉兴(陈山→苏州(苏州,225.49198876710355,510.0,225.49198876710355,S094,嘉兴(陈山→苏州(苏州,0,0,低负荷
云南成品油管网（安曲线）,3,S041；S040；S042,寻甸→曲靖；安宁→寻甸；寻甸→昆明,155.0,323.0,168.0,1124.6999999999998,2017.0,2017.0,0号柴油、92号汽油、95号汽油、3号喷气燃料,0.2192948931298923,2050,0.4024743273411432,40.24743273411432,0.19853738748097668,19.85373874809767,S041,寻甸→曲靖,62.38352073787719,155.0,62.38352073787719,S041,寻甸→曲靖,0,0,低负荷
苏南成品油管道,1,S098,南京(南京→苏州(苏州,580.0,580.0,580.0,373.25,2010.0,2010.0,0#柴油、-10#柴油、90#汽油、93#汽油、97#汽油,0.2192948931298923,2050,0.3887792909777647,38.87792909777647,0.3887792909777647,38.87792909777647,S098,南京(南京→苏州(苏州,225.49198876710355,580.0,225.49198876710355,S098,南京(南京→苏州(苏州,0,0,低负荷
抚顺-锦州-郑州成品油管道,7,S026；S027；S028；S029；S030；S031；S032,抚顺→辽阳；辽阳→辽河；辽河→锦州；锦州→固安；固安→保定；保定→邯郸；邯郸→郑州,600.0,1300.0,800.0,11160.099999999999,2018.0,2018.0,0#柴油、92#车用汽油、92#组分汽油,0.2192948931298923,2050,0.3722956762002811,37.22956762002811,0.18101064105159267,18.101064105159267,S026,抚顺→辽阳,223.3774057201687,600.0,223.3774057201687,S026,抚顺→辽阳,0,0,低负荷
云南成品油管网（安保线）,2,S037；S036,大理→保山；安宁→大理,57.0,173.0,115.0,791.0,2017.0,2017.0,0号柴油、92号汽油、95号汽油,0.2192948931298923,2050,0.364140873971386,36.4140873971386,0.2881668562822755,28.81668562822755,S037,大理→保山,20.756029816369004,57.0,36.709361076617554,S036,安宁→大理,0,0,低负荷
淮蚌支线,1,S092,淮南→蚌埠,80.0,80.0,80.0,104.72,2016.0,2016.0,92#汽油、95#汽油、0#车用柴油、0#普通柴油,0.2192948931298923,2050,0.349399551337966,34.9399551337966,0.349399551337966,34.9399551337966,S092,淮南→蚌埠,27.95196410703728,80.0,27.95196410703728,S092,淮南→蚌埠,0,0,低负荷
鲁皖一期管道,9,S110；S111；S112；S113；S114；S115；S116；S118；S117,齐鲁→淄博；淄博→济南；济南→泰安；泰安→曲阜；曲阜→枣庄；枣庄→徐州；徐州→宿州；枣庄→临沂；曲阜→济宁,655.0,655.0,655.0,6926.22,2005.0,2005.0,0#普柴、0#车柴、92#组分汽油、95#组分汽油、95#清洁汽油,0.2192948931298923,2050,0.3279161167342189,32.79161167342189,0.17957969700399465,17.957969700399463,S110,齐鲁→淄博,214.78505646091335,655.0,214.78505646091335,S110,齐鲁→淄博,0,0,低负荷
兰郑长成品油管道,4,S012；S014；S015；S013,兰州→咸阳；郑州→武汉；武汉→长沙；咸阳→郑州,500.0,1500.0,1000.0,8347.28,2009.0,2009.0,0#柴油、92#车用汽油、92#组分汽油,0.2192948931298923,2050,0.3221561711953572,32.21561711953572,0.18815828601423254,18.815828601423252,S012,兰州→咸阳,322.1561711953572,1000.0,322.1561711953572,S012,兰州→咸阳,0,0,低负荷
浙赣成品油管道,3,S101；S099；S100,诸暨→桐庐；算山→龙游；龙游→樟树,135.0,760.0,450.0,2573.7,2013.0,2013.0,0#柴油、95#汽油、92#汽油,0.2192948931298923,2050,0.2900094266685819,29.000942666858194,0.1550264380272763,15.502643802727631,S101,诸暨→桐庐,39.15127260025856,135.0,70.71532385437588,S099,算山→龙游,0,0,低负荷
荆门-襄阳成品油管道,1,S070,荆门→襄阳,350.0,350.0,350.0,128.75,2019.0,2019.0,0#车用柴油,0.2192948931298923,2050,0.2854382136831256,28.54382136831256,0.2854382136831256,28.54382136831256,S070,荆门→襄阳,99.90337478909396,350.0,99.90337478909396,S070,荆门→襄阳,0,0,低负荷
大港-济南-枣庄成品油管道,7,S016；S017；S018；S019；S020；S022；S023,大港→沧州；沧州→德州；德州→济南；济南→济南；济南→兖州；兖州→肥城；肥城→枣庄,285.0,285.0,285.0,4304.09,2007.0,2007.0,0#柴油、92#组分汽油,0.2192948931298923,2050,0.2721726140479825,27.217261404798247,0.13625252214757705,13.625252214757705,S016,大港→沧州,77.56919500367502,285.0,77.56919500367502,S016,大港→沧州,0,0,低负荷
钦南柳成品油管道,2,S043；S044,钦州→南宁；南宁→柳州,300.0,500.0,400.0,727.3,2018.0,2018.0,E92#汽油组分油、92#汽油、E95#汽油组分油、95#汽油和0#柴油,0.2192948931298923,2050,0.2508935937964501,25.08935937964501,0.19443231968494035,19.443231968494036,S043,钦州→南宁,125.44679689822507,500.0,125.44679689822507,S043,钦州→南宁,0,0,低负荷
