管道名称,管段数,管段ID列表,起止节点列表,设计输量最小值_万吨年,设计输量最大值_万吨年,设计输量中位数_万吨年,长度合计_km,投产年份最早,投产年份最晚,油品,管输折算系数,年份,管道瓶颈占用率,管道瓶颈占用率_%,管道平均占用率,管道平均占用率_%,瓶颈管段ID,瓶颈管段,瓶颈管段任务_万吨年,瓶颈管段设计输量_万吨年,管道代表任务_万吨年,代表任务管段ID,代表任务管段,超设计管段数,高负荷管段数,管道负荷等级
石太管道,4,S129；S130；S131；S132,石家庄→高庄；高庄→阳泉；阳泉→晋中；晋中→太原,820.0,820.0,820.0,1288.08,2007.0,2007.0,0#车柴、0#普柴、92#组分汽油、95#组分汽油、92#清洁汽油、95#清洁汽油,0.2192948931298923,2035,0.1429100476999093,14.29100476999093,0.13014974275089022,13.014974275089022,S129,石家庄→高庄,117.18623911392568,820.0,117.18623911392568,S129,石家庄→高庄,0,0,低负荷
鲁皖二期管道（汤郑支线）,2,S124；S125,汤阴→新乡；新乡→郑州,820.0,820.0,820.0,409.38,2010.0,2010.0,0#普柴、 0#车柴、 92#清洁汽油、 92#组分汽油、95#清洁汽油,0.2192948931298923,2035,0.1212166589285277,12.12166589285277,0.06060832946426385,6.060832946426385,S124,汤阴→新乡,99.39766032139272,820.0,99.39766032139272,S124,汤阴→新乡,0,0,低负荷
鲁皖二期管道（汤石支线）,3,S126；S127；S128,汤阴→邯郸；邯郸→邢台；邢台→石家庄,820.0,820.0,820.0,936.51,2009.0,2009.0,0#普柴、 0#车柴、 92#清洁汽油、 92#组分汽油、95#清洁汽油,0.2192948931298923,2035,0.0996307989835806,9.96307989835806,0.07094508950577844,7.094508950577843,S126,汤阴→邯郸,81.69725516653611,820.0,81.69725516653611,S126,汤阴→邯郸,0,0,低负荷
福建成品油管道（南线）,2,S108；S109,泉港→东孚；泉港→石湖山,380.0,380.0,380.0,351.22,2013.0,2013.0,0#柴油、95#汽油、92#汽油、航煤,0.2192948931298923,2035,0.0764531831914922,7.64531831914922,0.0382265915957461,3.82265915957461,S108,泉港→东孚,29.05220961276704,380.0,29.05220961276704,S108,泉港→东孚,0,0,低负荷
驻信管道,1,S138,驻马店→信阳,820.0,820.0,820.0,109.98,2013.0,2013.0,0#车柴、92#组分汽油、95#组分汽油,0.2192948931298923,2035,0.072651348711149,7.265134871114901,0.072651348711149,7.265134871114901,S138,驻马店→信阳,59.574105943142186,820.0,59.574105943142186,S138,驻马店→信阳,0,0,低负荷
呼和浩特-包头-鄂尔多斯成品油管道,2,S024；S025,呼和浩特→包头；包头→鄂尔多斯,200.0,200.0,200.0,555.56,2014.0,2014.0,92#汽油、95 #汽油、0 #柴油、+5#柴油,0.2192948931298923,2035,0.0658769483457707,6.58769483457707,0.053922693393128496,5.39226933931285,S024,呼和浩特→包头,13.175389669154148,200.0,13.175389669154148,S024,呼和浩特→包头,0,0,低负荷
鲁皖二期管道（东线）,2,S119；S120,青岛→潍坊；潍坊→济南,820.0,820.0,820.0,740.44,2008.0,2008.0,0#普柴、 0#车柴、 92#清洁汽油、 92#组分汽油、95#清洁汽油,0.2192948931298923,2035,0.0625071752692716,6.25071752692716,0.04767932686976505,4.767932686976505,S119,青岛→潍坊,51.25588372080277,820.0,51.25588372080277,S119,青岛→潍坊,0,0,低负荷
湘株支线,1,S080,湘潭→株洲,350.0,350.0,350.0,22.99,2008.0,2008.0,92#汽油、95#汽油、0#柴油,0.2192948931298923,2035,0.0570901782224804,5.70901782224804,0.0570901782224804,5.70901782224804,S080,湘潭→株洲,19.98156237786815,350.0,19.98156237786815,S080,湘潭→株洲,0,0,低负荷
兰成渝成品油管道,2,S034；S035,兰州→成都；成都→重庆,350.0,700.0,525.0,2500.0,2002.0,2002.0,0#柴油、92#车用汽油,0.2192948931298923,2035,0.0465919209563098,4.65919209563098,0.0232959604781549,2.32959604781549,S034,兰州→成都,32.61434466941692,700.0,32.61434466941692,S034,兰州→成都,0,0,低负荷
吉林石化-长春成品油管道,1,S033,吉林→长春,245.0,245.0,245.0,159.5,2014.0,2014.0,0#柴油、-35 #柴油、92#汽油、95#汽油,0.2192948931298923,2035,0.0349454678200298,3.4945467820029803,0.0349454678200298,3.4945467820029803,S033,吉林→长春,8.561639615907323,245.0,8.561639615907323,S033,吉林→长春,0,0,低负荷
银巴线,1,S021,银川→巴彦淖尔,240.0,240.0,240.0,367.44,2017.0,2017.0,,0.2192948931298923,2035,0.0080421390130921,0.80421390130921,0.0080421390130921,0.80421390130921,S021,银川→巴彦淖尔,1.930113363142108,240.0,1.930113363142108,S021,银川→巴彦淖尔,0,0,低负荷
西部成品油管道,6,S001；S002；S003；S004；S005；S006,乌鲁木齐→哈密；哈密→柳园；柳园→酒泉；酒泉→张掖；张掖→武威；武威→兰州,1000.0,1000.0,1000.0,11045.1,2006.0,2006.0,0#柴油、-35#柴油、92#汽油,0.2192948931298923,2035,0.0055769748615606,0.55769748615606,0.004925570515105666,0.4925570515105666,S001,乌鲁木齐→哈密,5.576974861560694,1000.0,5.576974861560694,S001,乌鲁木齐→哈密,0,0,低负荷
156支线,1,S069,广水→广水武胜关镇,10.0,10.0,10.0,5.65,2014.0,2014.0,0#车用柴油、0#普通柴油、90#汽油、93#汽油、97#汽油,0.2192948931298923,2035,0.0,0.0,0.0,0.0,S069,广水→广水武胜关镇,0.0,10.0,0.0,S069,广水→广水武胜关镇,0,0,低负荷
克拉玛依-乌鲁木齐成品油管道,1,S010,克拉玛依→王家沟,160.0,160.0,160.0,291.78,1996.0,1996.0,90#汽油、93#汽油、97#汽油、0#柴油、-10#柴油、-20#柴油、-35#柴油、航煤,0.2192948931298923,2035,0.0,0.0,0.0,0.0,S010,克拉玛依→王家沟,0.0,160.0,0.0,S010,克拉玛依→王家沟,0,0,低负荷
克拉玛依-乌鲁木齐成品油管道（复线）,1,S011,克拉玛依→王家沟,400.0,400.0,400.0,293.31,2009.0,2009.0,90#汽油、93#汽油、97#汽油、0#柴油、-10#柴油、-20#柴油、-35#柴油、航煤,0.2192948931298923,2035,0.0,0.0,0.0,0.0,S011,克拉玛依→王家沟,0.0,400.0,0.0,S011,克拉玛依→王家沟,0,0,低负荷
南武管道,1,S139,南疆(天津→武清,155.0,155.0,155.0,172.99,2018.0,2018.0,93#汽油、97#汽油、柴油,0.2192948931298923,2035,0.0,0.0,0.0,0.0,S139,南疆(天津→武清,0.0,155.0,0.0,S139,南疆(天津→武清,0,0,低负荷
格拉成品油管道,1,S140,格尔木→拉萨,130.0,130.0,130.0,1114.0,1976.0,1976.0,-20#柴油、-35#柴油、0#柴油、92#汽油、95#汽油,0.2192948931298923,2035,0.0,0.0,0.0,0.0,S140,格尔木→拉萨,0.0,130.0,0.0,S140,格尔木→拉萨,0,0,低负荷
独山子-703泵站-乌鲁木齐成品油管道,2,S007；S008,独山子→703；703→乌鲁木齐,100.0,100.0,100.0,591.58,1998.0,1998.0,90#汽油、93#汽油、97#汽油、0#柴油、-10#柴油、-20#柴油、-35#柴油、航煤,0.2192948931298923,2035,0.0,0.0,0.0,0.0,S007,独山子→703,0.0,100.0,0.0,S007,独山子→703,0,0,低负荷
独山子-乌鲁木齐成品油管道,1,S009,独山子→王家沟,520.0,520.0,520.0,222.69,2004.0,2004.0,90#汽油、93#汽油、97#汽油、0#柴油、-10#柴油、-20#柴油、-35#柴油、航煤,0.2192948931298923,2035,0.0,0.0,0.0,0.0,S009,独山子→王家沟,0.0,520.0,0.0,S009,独山子→王家沟,0,0,低负荷
绍杭成品油管道,1,S102,绍兴→萧山,500.0,500.0,500.0,92.12,2016.0,2016.0,0#柴油、95#汽油、92#汽油、航煤,0.2192948931298923,2035,0.0,0.0,0.0,0.0,S102,绍兴→萧山,0.0,500.0,0.0,S102,绍兴→萧山,0,0,低负荷
上饶-樟树成品油管道,1,S085,上饶→樟树,,,,314.77,2016.0,2016.0,92#汽油、95#汽油、0#柴油,0.2192948931298923,2035,,,,,,,,,66.69876429763019,S085,上饶→樟树,0,0,无设计输量
武汉-信阳成品油管道,1,S068,武汉→信阳,,,,229.51,2013.0,2013.0,0#车用柴油、0#普通柴油、90#汽油、93#汽油、97#汽油,0.2192948931298923,2035,,,,,,,,,59.574105943142186,S068,武汉→信阳,0,0,无设计输量
安庆-亳州成品油管道,4,S088；S087；S086；S089,淮南→阜阳；合肥→淮南；安庆→合肥；阜阳→亳州,140.0,410.0,205.0,1665.0,2016.0,2016.0,92#汽油、95#汽油、0#车用柴油、0#普通柴油,0.2192948931298923,2040,1.120720817419846,112.07208174198459,0.7790165165821442,77.90165165821442,S088,淮南→阜阳,156.90091443877844,140.0,264.22498710665434,S086,安庆→合肥,1,1,超过设计输量
珠三角成品油管网,9,S067；S064；S065；S059；S060；S061；S062；S063；S066,惠州→梅州；黄埔→南沙；黄埔→惠州；茂名→江门；南沙→南海；三水→花都；南沙→斗门；北沙→珠海；大鹏湾→妈湾,100.0,550.0,250.0,1802.8100000000002,2006.0,2015.0,0#柴油、-35#柴油、92#汽油,0.2192948931298923,2040,1.0911062904954156,109.11062904954156,0.26411947043651784,26.411947043651786,S067,惠州→梅州,130.9327548594499,120.0,204.27920385160576,S064,黄埔→南沙,1,1,超过设计输量
西南成品油管网（北线）,8,S045；S046；S047；S048；S052；S049；S050；S051,湛江→茂名；茂名→柳州；柳州→贵阳；贵阳→曲靖；柳州→桂林；江津→重庆；柳州→柳库；贵阳→简阳,500.0,800.0,700.0,7127.96,2005.0,2016.0,92#汽油、95#汽油、0#车柴,0.2192948931298923,2040,1.0170802684958755,101.70802684958755,0.2677698312614335,26.77698312614335,S045,湛江→茂名,508.5401342479379,500.0,508.5401342479379,S045,湛江→茂名,1,1,超过设计输量
云南成品油管网（安保线）,2,S037；S036,大理→保山；安宁→大理,57.0,173.0,115.0,791.0,2017.0,2017.0,0号柴油、92号汽油、95号汽油,0.2192948931298923,2040,0.7856552868923433,78.56552868923433,0.6188503543574674,61.88503543574674,S037,大理→保山,44.78235135286357,57.0,78.20385797530831,S036,安宁→大理,0,0,中负荷
九江-赣州成品油管道,4,S081；S082；S083；S084,九江→南昌；南昌→吉安长塘；吉安长塘→樟树；樟树→赣州,170.0,330.0,257.0,2171.56,2016.0,2016.0,92#汽油、95#汽油、0#柴油,0.2192948931298923,2040,0.7791728643817633,77.91728643817632,0.5433410152707929,54.33410152707929,S081,九江→南昌,257.1270452459819,330.0,257.1270452459819,S081,九江→南昌,0,0,中负荷
长岭-郴州成品油管道,7,S077；S076；S078；S074；S072；S073；S075,衡阳→耒阳；湘潭→衡阳；耒阳→郴州；汨罗→长沙；长岭→七里山；七里山→汨罗；长沙→湘潭,100.0,600.0,385.0,3859.2400000000007,2014.0,2014.0,92#汽油、95#汽油、0#柴油,0.2192948931298923,2040,0.770998009906076,77.0998009906076,0.45315010033132463,45.31501003313247,S077,衡阳→耒阳,104.85572934722634,136.0,242.16208974662104,S072,长岭→七里山,0,0,中负荷
云南成品油管网（安曲线）,3,S041；S040；S042,寻甸→曲靖；安宁→寻甸；寻甸→昆明,155.0,323.0,168.0,1124.6999999999998,2017.0,2017.0,0号柴油、92号汽油、95号汽油、3号喷气燃料,0.2192948931298923,2040,0.7399959199581032,73.99959199581032,0.36503410705879596,36.503410705879595,S041,寻甸→曲靖,114.699367593506,155.0,114.699367593506,S041,寻甸→曲靖,0,0,中负荷
浙苏成品油管道,2,S094；S093,嘉兴(陈山→苏州(苏州；嘉兴(陈山→湖州(湖州,510.0,510.0,510.0,439.78,2007.0,2007.0,0#柴油、-10#柴油、90#汽油、93#汽油、97#汽油,0.2192948931298923,2040,0.6618772691923308,66.18772691923309,0.34705545397490145,34.70554539749015,S094,嘉兴(陈山→苏州(苏州,337.5574072880887,510.0,337.5574072880887,S094,嘉兴(陈山→苏州(苏州,0,0,中负荷
抚顺-锦州-郑州成品油管道,7,S026；S027；S028；S029；S030；S031；S032,抚顺→辽阳；辽阳→辽河；辽河→锦州；锦州→固安；固安→保定；保定→邯郸；邯郸→郑州,600.0,1300.0,800.0,11160.099999999999,2018.0,2018.0,0#柴油、92#车用汽油、92#组分汽油,0.2192948931298923,2040,0.6288827158887286,62.888271588872854,0.30262928873935496,30.262928873935497,S026,抚顺→辽阳,377.3296295332372,600.0,377.3296295332372,S026,抚顺→辽阳,0,0,中负荷
安庆-合肥成品油管道,1,S090,安庆→合肥,120.0,120.0,120.0,158.85,2007.0,2007.0,3#喷气燃料,0.2192948931298923,2040,0.5976445671666085,59.76445671666085,0.5976445671666085,59.76445671666085,S090,安庆→合肥,71.71734805999303,120.0,71.71734805999303,S090,安庆→合肥,0,0,中负荷
苏南成品油管道,1,S098,南京(南京→苏州(苏州,580.0,580.0,580.0,373.25,2010.0,2010.0,0#柴油、-10#柴油、90#汽油、93#汽油、97#汽油,0.2192948931298923,2040,0.5819955298070495,58.19955298070495,0.5819955298070495,58.19955298070495,S098,南京(南京→苏州(苏州,337.5574072880887,580.0,337.5574072880887,S098,南京(南京→苏州(苏州,0,0,中负荷
洛驻管道,5,S133；S134；S135；S136；S137,洛阳→巩义；巩义→郑州；郑州→许昌；许昌→漯河；漯河→驻马店,820.0,820.0,820.0,2141.8,2007.0,2007.0,0#车柴、92#组分汽油、95#组分汽油,0.2192948931298923,2040,0.5276236253082552,52.76236253082553,0.2806246831981708,28.06246831981708,S133,洛阳→巩义,432.6513727527693,820.0,432.6513727527693,S133,洛阳→巩义,0,0,中负荷
浙赣成品油管道,3,S101；S099；S100,诸暨→桐庐；算山→龙游；龙游→樟树,135.0,760.0,450.0,2573.7,2013.0,2013.0,0#柴油、95#汽油、92#汽油,0.2192948931298923,2040,0.5170876587337112,51.70876587337112,0.268501747060435,26.8501747060435,S101,诸暨→桐庐,69.80683392905101,135.0,117.1441726256074,S099,算山→龙游,0,0,中负荷
兰郑长成品油管道,4,S012；S014；S015；S013,兰州→咸阳；郑州→武汉；武汉→长沙；咸阳→郑州,500.0,1500.0,1000.0,8347.28,2009.0,2009.0,0#柴油、92#车用汽油、92#组分汽油,0.2192948931298923,2040,0.4531108475609132,45.31108475609132,0.27963747884242424,27.963747884242423,S012,兰州→咸阳,453.1108475609132,1000.0,453.1108475609132,S012,兰州→咸阳,0,0,低负荷
淮蚌支线,1,S092,淮南→蚌埠,80.0,80.0,80.0,104.72,2016.0,2016.0,92#汽油、95#汽油、0#车用柴油、0#普通柴油,0.2192948931298923,2040,0.4419614184749785,44.19614184749785,0.4419614184749785,44.19614184749785,S092,淮南→蚌埠,35.35691347799828,80.0,35.35691347799828,S092,淮南→蚌埠,0,0,低负荷
鲁皖一期管道,9,S110；S111；S112；S113；S114；S115；S116；S118；S117,齐鲁→淄博；淄博→济南；济南→泰安；泰安→曲阜；曲阜→枣庄；枣庄→徐州；徐州→宿州；枣庄→临沂；曲阜→济宁,655.0,655.0,655.0,6926.22,2005.0,2005.0,0#普柴、0#车柴、92#组分汽油、95#组分汽油、95#清洁汽油,0.2192948931298923,2040,0.4330836781136792,43.30836781136792,0.23645513068029742,23.645513068029743,S110,齐鲁→淄博,283.6698091644599,655.0,283.6698091644599,S110,齐鲁→淄博,0,0,低负荷
甬台温成品油管道,4,S103；S104；S105；S106,算山→宁海；宁海→临海；临海→灵昆；灵昆→瑞安,460.0,460.0,460.0,1635.28,2018.0,2018.0,90#汽油、93#汽油、97#汽油、0#车用柴油、0#普通柴油,0.2192948931298923,2040,0.418945149214704,41.894514921470396,0.22844476708754907,22.844476708754907,S103,算山→宁海,192.71476863876387,460.0,192.71476863876387,S103,算山→宁海,0,0,低负荷
钦南柳成品油管道,2,S043；S044,钦州→南宁；南宁→柳州,300.0,500.0,400.0,727.3,2018.0,2018.0,E92#汽油组分油、92#汽油、E95#汽油组分油、95#汽油和0#柴油,0.2192948931298923,2040,0.4081943479429888,40.81943479429888,0.31712668588290904,31.712668588290903,S043,钦州→南宁,204.0971739714944,500.0,204.0971739714944,S043,钦州→南宁,0,0,低负荷
云南成品油管网（安蒙线）,2,S039；S038,玉溪→蒙自；安宁→玉溪,115.0,225.0,170.0,502.48,2017.0,2017.0,0号柴油、92号汽油、95号汽油,0.2192948931298923,2040,0.4029626341029821,40.29626341029821,0.3787648650254307,37.876486502543074,S039,玉溪→蒙自,46.34070292184294,115.0,79.77759658827286,S038,安宁→玉溪,0,0,低负荷
湘娄支线,1,S079,湘潭→娄底,250.0,250.0,250.0,117.48,2014.0,2014.0,92#汽油、95#汽油、0#柴油,0.2192948931298923,2040,0.3685438166811673,36.85438166811673,0.3685438166811673,36.85438166811673,S079,湘潭→娄底,92.13595417029184,250.0,92.13595417029184,S079,湘潭→娄底,0,0,低负荷
大港-济南-枣庄成品油管道,7,S016；S017；S018；S019；S020；S022；S023,大港→沧州；沧州→德州；德州→济南；济南→济南；济南→兖州；兖州→肥城；肥城→枣庄,285.0,285.0,285.0,4304.09,2007.0,2007.0,0#柴油、92#组分汽油,0.2192948931298923,2040,0.3646879845681246,36.468798456812465,0.18196157907824523,18.196157907824524,S016,大港→沧州,103.93607560191552,285.0,103.93607560191552,S016,大港→沧州,0,0,低负荷
荆门-襄阳成品油管道,1,S070,荆门→襄阳,350.0,350.0,350.0,128.75,2019.0,2019.0,0#车用柴油,0.2192948931298923,2040,0.3583757418435505,35.83757418435505,0.3583757418435505,35.83757418435505,S070,荆门→襄阳,125.43150964524268,350.0,125.43150964524268,S070,荆门→襄阳,0,0,低负荷
西南成品油管网（南线）,6,S053；S054；S057；S055；S056；S058,东海岛→南宁；南宁→长坡；长坡→曲靖；长坡→大理；南宁→黎塘；秋田冲→昆东,800.0,800.0,800.0,10887.6,2012.0,2012.0,92#清洁汽油、92#汽油、95#汽油、0#车柴,0.2192948931298923,2040,0.3555004263007454,35.55004263007454,0.12096710197343703,12.096710197343704,S053,东海岛→南宁,284.40034104059635,800.0,284.40034104059635,S053,东海岛→南宁,0,0,低负荷
荆门-荆州成品油管道,1,S071,荆门→荆州,150.0,150.0,150.0,92.12,2003.0,2003.0,0#柴油、90#汽油、93#汽油,0.2192948931298923,2040,0.3067652414224731,30.67652414224731,0.3067652414224731,30.67652414224731,S071,荆门→荆州,46.01478621337097,150.0,46.01478621337097,S071,荆门→荆州,0,0,低负荷
苏北成品油管道,3,S095；S097；S096,南京(扬子→泰州(泰州；南京(扬子→盐城(盐城；南京(扬子→徐州(新沂,545.0,545.0,545.0,1827.81,2015.0,2015.0,0#柴油、-10#柴油、90#汽油、93#汽油、97#汽油,0.2192948931298923,2040,0.2282395075491021,22.82395075491021,0.12004636540522066,12.004636540522066,S095,南京(扬子→泰州(泰州,124.39053161426068,545.0,124.39053161426068,S095,南京(扬子→泰州(泰州,0,0,低负荷
鲁皖二期管道（西线）,3,S121；S122；S123,济南→聊城；聊城→濮阳；濮阳→汤阴,820.0,820.0,820.0,1066.71,2009.0,2009.0,0#普柴、 0#车柴、 92#清洁汽油、 92#组分汽油、95#清洁汽油,0.2192948931298923,2040,0.2005922044256744,20.05922044256744,0.16221530967155665,16.221530967155665,S121,济南→聊城,164.48560762905302,820.0,164.48560762905302,S121,济南→聊城,0,0,低负荷
合六支线,1,S091,合肥→六安,140.0,140.0,140.0,99.99,2019.0,2019.0,92#汽油、95#汽油、0#车用柴油,0.2192948931298923,2040,0.1888502639255217,18.88502639255217,0.1888502639255217,18.88502639255217,S091,合肥→六安,26.43903694957304,140.0,26.43903694957304,S091,合肥→六安,0,0,低负荷
福建成品油管道（北线）,1,S107,泉港→兴闽,220.0,220.0,220.0,148.96,2010.0,2010.0,0#柴油、95#汽油、92#汽油、航煤,0.2192948931298923,2040,0.1735444410444733,17.35444410444733,0.1735444410444733,17.35444410444733,S107,泉港→兴闽,38.17977702978413,220.0,38.17977702978413,S107,泉港→兴闽,0,0,低负荷
鲁皖二期管道（汤郑支线）,2,S124；S125,汤阴→新乡；新乡→郑州,820.0,820.0,820.0,409.38,2010.0,2010.0,0#普柴、 0#车柴、 92#清洁汽油、 92#组分汽油、95#清洁汽油,0.2192948931298923,2040,0.122269313892448,12.2269313892448,0.061134656946224,6.1134656946224,S124,汤阴→新乡,100.2608373918074,820.0,100.2608373918074,S124,汤阴→新乡,0,0,低负荷
石太管道,4,S129；S130；S131；S132,石家庄→高庄；高庄→阳泉；阳泉→晋中；晋中→太原,820.0,820.0,820.0,1288.08,2007.0,2007.0,0#车柴、0#普柴、92#组分汽油、95#组分汽油、92#清洁汽油、95#清洁汽油,0.2192948931298923,2040,0.1150229503380785,11.50229503380785,0.10474705868198805,10.474705868198805,S129,石家庄→高庄,94.31881927722443,820.0,94.31881927722443,S129,石家庄→高庄,0,0,低负荷
鲁皖二期管道（汤石支线）,3,S126；S127；S128,汤阴→邯郸；邯郸→邢台；邢台→石家庄,820.0,820.0,820.0,936.51,2009.0,2009.0,0#普柴、 0#车柴、 92#清洁汽油、 92#组分汽油、95#清洁汽油,0.2192948931298923,2040,0.0967470185663458,9.674701856634579,0.0689748751816394,6.89748751816394,S126,汤阴→邯郸,79.33255522440362,820.0,79.33255522440362,S126,汤阴→邯郸,0,0,低负荷
驻信管道,1,S138,驻马店→信阳,820.0,820.0,820.0,109.98,2013.0,2013.0,0#车柴、92#组分汽油、95#组分汽油,0.2192948931298923,2040,0.0749020297986898,7.490202979868981,0.0749020297986898,7.490202979868981,S138,驻马店→信阳,61.41966443492564,820.0,61.41966443492564,S138,驻马店→信阳,0,0,低负荷
呼和浩特-包头-鄂尔多斯成品油管道,2,S024；S025,呼和浩特→包头；包头→鄂尔多斯,200.0,200.0,200.0,555.56,2014.0,2014.0,92#汽油、95 #汽油、0 #柴油、+5#柴油,0.2192948931298923,2040,0.068937814482067,6.8937814482067,0.05500763469845605,5.500763469845605,S024,呼和浩特→包头,13.787562896413412,200.0,13.787562896413412,S024,呼和浩特→包头,0,0,低负荷
湘株支线,1,S080,湘潭→株洲,350.0,350.0,350.0,22.99,2008.0,2008.0,92#汽油、95#汽油、0#柴油,0.2192948931298923,2040,0.0688814304136138,6.8881430413613804,0.0688814304136138,6.8881430413613804,S080,湘潭→株洲,24.10850064476484,350.0,24.10850064476484,S080,湘潭→株洲,0,0,低负荷
福建成品油管道（南线）,2,S108；S109,泉港→东孚；泉港→石湖山,380.0,380.0,380.0,351.22,2013.0,2013.0,0#柴油、95#汽油、92#汽油、航煤,0.2192948931298923,2040,0.0652643791542831,6.52643791542831,0.03263218957714155,3.263218957714155,S108,泉港→东孚,24.800464078627588,380.0,24.800464078627588,S108,泉港→东孚,0,0,低负荷
鲁皖二期管道（东线）,2,S119；S120,青岛→潍坊；潍坊→济南,820.0,820.0,820.0,740.44,2008.0,2008.0,0#普柴、 0#车柴、 92#清洁汽油、 92#组分汽油、95#清洁汽油,0.2192948931298923,2040,0.0590037934108302,5.9003793410830205,0.04509038878809675,4.509038878809675,S119,青岛→潍坊,48.38311059688082,820.0,48.38311059688082,S119,青岛→潍坊,0,0,低负荷
兰成渝成品油管道,2,S034；S035,兰州→成都；成都→重庆,350.0,700.0,525.0,2500.0,2002.0,2002.0,0#柴油、92#车用汽油,0.2192948931298923,2040,0.0396174406038582,3.9617440603858203,0.0198087203019291,1.9808720301929101,S034,兰州→成都,27.7322084227008,700.0,27.7322084227008,S034,兰州→成都,0,0,低负荷
吉林石化-长春成品油管道,1,S033,吉林→长春,245.0,245.0,245.0,159.5,2014.0,2014.0,0#柴油、-35 #柴油、92#汽油、95#汽油,0.2192948931298923,2040,0.0358978575362064,3.5897857536206397,0.0358978575362064,3.5897857536206397,S033,吉林→长春,8.794975096370589,245.0,8.794975096370589,S033,吉林→长春,0,0,低负荷
银巴线,1,S021,银川→巴彦淖尔,240.0,240.0,240.0,367.44,2017.0,2017.0,,0.2192948931298923,2040,0.0091910293740257,0.9191029374025699,0.0091910293740257,0.9191029374025699,S021,银川→巴彦淖尔,2.205847049766172,240.0,2.205847049766172,S021,银川→巴彦淖尔,0,0,低负荷
西部成品油管道,6,S001；S002；S003；S004；S005；S006,乌鲁木齐→哈密；哈密→柳园；柳园→酒泉；酒泉→张掖；张掖→武威；武威→兰州,1000.0,1000.0,1000.0,11045.1,2006.0,2006.0,0#柴油、-35#柴油、92#汽油,0.2192948931298923,2040,0.0044068688435423,0.44068688435423,0.0038909577534692666,0.38909577534692663,S001,乌鲁木齐→哈密,4.406868843542316,1000.0,4.406868843542316,S001,乌鲁木齐→哈密,0,0,低负荷
156支线,1,S069,广水→广水武胜关镇,10.0,10.0,10.0,5.65,2014.0,2014.0,0#车用柴油、0#普通柴油、90#汽油、93#汽油、97#汽油,0.2192948931298923,2040,0.0,0.0,0.0,0.0,S069,广水→广水武胜关镇,0.0,10.0,0.0,S069,广水→广水武胜关镇,0,0,低负荷
克拉玛依-乌鲁木齐成品油管道,1,S010,克拉玛依→王家沟,160.0,160.0,160.0,291.78,1996.0,1996.0,90#汽油、93#汽油、97#汽油、0#柴油、-10#柴油、-20#柴油、-35#柴油、航煤,0.2192948931298923,2040,0.0,0.0,0.0,0.0,S010,克拉玛依→王家沟,0.0,160.0,0.0,S010,克拉玛依→王家沟,0,0,低负荷
克拉玛依-乌鲁木齐成品油管道（复线）,1,S011,克拉玛依→王家沟,400.0,400.0,400.0,293.31,2009.0,2009.0,90#汽油、93#汽油、97#汽油、0#柴油、-10#柴油、-20#柴油、-35#柴油、航煤,0.2192948931298923,2040,0.0,0.0,0.0,0.0,S011,克拉玛依→王家沟,0.0,400.0,0.0,S011,克拉玛依→王家沟,0,0,低负荷
南武管道,1,S139,南疆(天津→武清,155.0,155.0,155.0,172.99,2018.0,2018.0,93#汽油、97#汽油、柴油,0.2192948931298923,2040,0.0,0.0,0.0,0.0,S139,南疆(天津→武清,0.0,155.0,0.0,S139,南疆(天津→武清,0,0,低负荷
格拉成品油管道,1,S140,格尔木→拉萨,130.0,130.0,130.0,1114.0,1976.0,1976.0,-20#柴油、-35#柴油、0#柴油、92#汽油、95#汽油,0.2192948931298923,2040,0.0,0.0,0.0,0.0,S140,格尔木→拉萨,0.0,130.0,0.0,S140,格尔木→拉萨,0,0,低负荷
独山子-703泵站-乌鲁木齐成品油管道,2,S007；S008,独山子→703；703→乌鲁木齐,100.0,100.0,100.0,591.58,1998.0,1998.0,90#汽油、93#汽油、97#汽油、0#柴油、-10#柴油、-20#柴油、-35#柴油、航煤,0.2192948931298923,2040,0.0,0.0,0.0,0.0,S007,独山子→703,0.0,100.0,0.0,S007,独山子→703,0,0,低负荷
独山子-乌鲁木齐成品油管道,1,S009,独山子→王家沟,520.0,520.0,520.0,222.69,2004.0,2004.0,90#汽油、93#汽油、97#汽油、0#柴油、-10#柴油、-20#柴油、-35#柴油、航煤,0.2192948931298923,2040,0.0,0.0,0.0,0.0,S009,独山子→王家沟,0.0,520.0,0.0,S009,独山子→王家沟,0,0,低负荷
绍杭成品油管道,1,S102,绍兴→萧山,500.0,500.0,500.0,92.12,2016.0,2016.0,0#柴油、95#汽油、92#汽油、航煤,0.2192948931298923,2040,0.0,0.0,0.0,0.0,S102,绍兴→萧山,0.0,500.0,0.0,S102,绍兴→萧山,0,0,低负荷
上饶-樟树成品油管道,1,S085,上饶→樟树,,,,314.77,2016.0,2016.0,92#汽油、95#汽油、0#柴油,0.2192948931298923,2040,,,,,,,,,60.42623094151812,S085,上饶→樟树,0,0,无设计输量
武汉-信阳成品油管道,1,S068,武汉→信阳,,,,229.51,2013.0,2013.0,0#车用柴油、0#普通柴油、90#汽油、93#汽油、97#汽油,0.2192948931298923,2040,,,,,,,,,61.41966443492564,S068,武汉→信阳,0,0,无设计输量
